Review ID,Run,Source,Topic,Sentiment,Head,Selected Content,Literal,Literal Type,Valid,Errors
36,,gt,Room,Negative,bad_room,The room was smaller than I expected but as we were only there a few days it was acceptable. I am very fussy about beds and pillows,(no literals),,False,'smaller_room' is not of type 'object'
36,,gt,Room,Positive,good_room,"I had no problem as they were very clean, and the bed was really comfortable.",(no literals),,False,json_parse_error: Extra data: line 1 column 13 (char 12)
36,,gt,Food,Positive,good_food,"The chef was very polite, and his food was excellent, he had passion and it showed in his presentation.",(no literals),,False,json_parse_error: Extra data: line 1 column 17 (char 16)
36,,gt,Food,Negative,bad_food,We may have missed it but there was no opening and closing times of the bar on display.,(no literals),,False,'no_opening_and_closing_times_of_the_bar' is not of type 'object'
37,,gt,Room,Positive,good_room,Really clean,(no literals),,False,'clean_room' is not of type 'object'
37,,gt,Staff,Positive,good_staff,lovely caring staff.,(no literals),,False,json_parse_error: Extra data: line 1 column 15 (char 14)
37,,gt,Location,Positive,good_location,The bus to the airport is close by and runs every 15 minutes.,(no literals),,False,'close_by_bus' is not of type 'object'
38,,gt,Room,Positive,good_room,great rooms - nice and cool,(no literals),,False,json_parse_error: Extra data: line 1 column 14 (char 13)
39,,gt,Room,Positive,good_room,It was really clean and spacious,(no literals),,False,json_parse_error: Extra data: line 1 column 13 (char 12)
40,,gt,Location,Positive,good_location,"Nice location, not far from Airport and Mackenzie beach.",(no literals),,False,json_parse_error: Extra data: line 1 column 16 (char 15)
40,,gt,Room,Negative,bad_room,"My only real observation was that there was no net curtain or blind so one needed to ensure that the curtain was closed,",(no literals),,False,json_parse_error: Extra data: line 1 column 17 (char 16)
41,,gt,Staff,Positive,good_staff,Super friendly and helpful staff.,(no literals),,False,json_parse_error: Extra data: line 1 column 17 (char 16)
41,,gt,Location,Positive,good_location,"A good location 5 lins away from the airport by car, 5 mins walk to the beach.",(no literals),,False,json_parse_error: Extra data: line 1 column 16 (char 15)
41,,gt,Location,Negative,bad_location,"It is typical of all restaurants in the area - the kitchen shuts at 22:30 or so, and there is no food to be had afterwards.",(no literals),,False,'no_food_in_area' is not of type 'object'
41,,gt,Room,Positive,good_room,"Clean modern rooms,",(no literals),,False,json_parse_error: Extra data: line 1 column 14 (char 13)
41,,gt,Food,Positive,good_food,very nice breakfast.,(no literals),,False,'nice_breakfast' is not of type 'object'
42,,gt,Room,Positive,good_room,clean,(no literals),,False,'clean_room' is not of type 'object'
42,,gt,Staff,Positive,good_staff,"hospitality,",(no literals),,False,'hospitality_staff' is not of type 'object'
43,,gt,Room,Positive,good_room,clean spacious practical,(no literals),,False,json_parse_error: Extra data: line 1 column 13 (char 12)
44,,gt,Price,Positive,good_price,"The facilities were really good, particularly for the tariff charged.",(no literals),,False,'good_tariff_charged' is not of type 'object'
44,,gt,Staff,Positive,good_staff,Was met with a warm welcome at reception and then again by the dining staff.,(no literals),,False,json_parse_error: Extra data: line 1 column 25 (char 24)
44,,gt,Location,Negative,bad_location,"Outside was a but noisy later in the evening,",(no literals),,False,'noisy_outside' is not of type 'object'
45,,gt,Room,Positive,good_room,"Recently updated, everything was me and clean.",(no literals),,False,json_parse_error: Extra data: line 1 column 30 (char 29)
45,,gt,Food,Positive,good_food,"Restaurant was a surprise hit: good food, very reasonably priced, so an easy choice to eat at the hotel when we wouldn't usually.",(no literals),,False,json_parse_error: Extra data: line 1 column 26 (char 25)
45,,gt,Location,Positive,good_location,The beach is about 5 minutes walk away.,(no literals),,False,'5_minutes_walk_beach' is not of type 'object'
45,,gt,Location,Negative,bad_location,There is a bit of plane noise in the afternoon and evening because it is right near the takeoff end of the runway,(no literals),,False,json_parse_error: Extra data: line 1 column 23 (char 22)
46,,gt,Price,Positive,good_price,Great value for money,(no literals),,False,'great_value_for_money' is not of type 'object'
47,,gt,Staff,Positive,good_staff,very helpful staff who organised a taxi to collect us in the morning.,(no literals),,False,'helpful_staff' is not of type 'object'
47,,gt,Price,Positive,good_price,Good value for money.,(no literals),,False,'good_value_for_money' is not of type 'object'
48,,gt,Room,Positive,good_room,Clean and comfortable rooms,(no literals),,False,json_parse_error: Extra data: line 1 column 14 (char 13)
48,,gt,Staff,Positive,good_staff,lovely owner,(no literals),,False,'lovely_owner' is not of type 'object'
49,,gt,Location,Positive,good_location,Great location close to the airport and a short walk to the sea.,(no literals),,False,json_parse_error: Extra data: line 1 column 17 (char 16)
49,,gt,Price,Positive,good_price,Great value for money.,(no literals),,False,'great_value_for_money' is not of type 'object'
49,,gt,Room,Positive,good_room,The 2 rooms were big enough for a family of 5.,(no literals),,False,'big_enough_rooms' is not of type 'object'
50,,gt,Location,Positive,good_location,Great little hotel close to airport,(no literals),,False,'close_to_airport' is not of type 'object'
50,,gt,Room,Negative,bad_room,Not very Soundproof,(no literals),,False,'not_very_soundproof_room' is not of type 'object'
51,,gt,Location,Positive,good_location,"Near airport,",(no literals),,False,'near_airport' is not of type 'object'
51,,gt,Room,Positive,good_room,"nice clean room, very well kept",(no literals),,False,json_parse_error: Extra data: line 1 column 12 (char 11)
51,,gt,Staff,Positive,good_staff,staff very helpful and friendly.,(no literals),,False,json_parse_error: Extra data: line 1 column 16 (char 15)
53,,gt,Facility,Positive,good_facility,"nice, renovated hotel",(no literals),,False,json_parse_error: Extra data: line 1 column 13 (char 12)
53,,gt,Room,Positive,good_room,comfortable bed,(no literals),,False,'comfortable_bed' is not of type 'object'
53,,gt,Location,Positive,good_location,"close to the airport and Mackenzie Beach,",(no literals),,False,json_parse_error: Extra data: line 1 column 19 (char 18)
53,,gt,Food,Positive,good_food,"delicious breakfasts in the hotel restaurant,",(no literals),,False,'delicious_breakfasts' is not of type 'object'
54,,gt,Room,Positive,good_room,Very nice and clean room.,(no literals),,False,json_parse_error: Extra data: line 1 column 12 (char 11)
55,,gt,Location,Positive,good_location,Good for airport transfers,(no literals),,False,'good_airport_transfers' is not of type 'object'
55,,gt,Room,Negative,bad_room,A lot of mosquitos,(no literals),,False,'lot_of_mosquitos' is not of type 'object'
56,,gt,Location,Positive,good_location,"Perfect place to stay for early morning / late night flights as it’s situated within 5 minutes from the airport. given that a lot of guests book here for its prime location near the airport,",(no literals),,False,json_parse_error: Extra data: line 1 column 16 (char 15)
56,,gt,Room,Positive,good_room,beds are extremely comfortable,(no literals),,False,'comfortable_beds' is not of type 'object'
56,,gt,Staff,Positive,good_staff,amazing hospitality from the staff.,(no literals),,False,'amazing_hospitality_staff' is not of type 'object'
56,,gt,Food,Negative,bad_food,it would’ve been great if breakfast started at 7 rather than 8.,(no literals),,False,'started_at_8_breakfast' is not of type 'object'
57,,gt,Room,Positive,good_room,"Very clean, very comfortable room.",(no literals),,False,json_parse_error: Extra data: line 1 column 13 (char 12)
57,,gt,Staff,Positive,good_staff,Staff was extremely helpful. They ordered a taxi for us to get to the airport very early in the morning.,(no literals),,False,'helpful_staff' is not of type 'object'
57,,gt,Location,Positive,good_location,"We were able to enjoy a very nice, short walk to the beach where there were many restaurants available to choose from.",(no literals),,False,json_parse_error: Extra data: line 1 column 21 (char 20)
58,,gt,Location,Positive,good_location,"Close to the airport,",(no literals),,False,'close_to_airport' is not of type 'object'
58,,gt,Staff,Positive,good_staff,the staff were nice and helpful.,(no literals),,False,json_parse_error: Extra data: line 1 column 13 (char 12)
58,,gt,Room,Negative,bad_room,The room wasn't soundproof so you can hear the planes.,(no literals),,False,"""wasn't_soundproof_room"" is not of type 'object'"
58,,gt,Location,Negative,bad_location,The room wasn't soundproof so you can hear the planes.,(no literals),,False,'hear_the_planes' is not of type 'object'
59,,gt,Location,Positive,good_location,Close to airport so very convenient for overnight stay.,(no literals),,False,json_parse_error: Extra data: line 1 column 19 (char 18)
59,,gt,Check-in,Positive,good_check_in,Also very easy to check-in if you arrive late at night,(no literals),,False,'easy_to_check-in' is not of type 'object'
60,,gt,Check-in,Positive,good_check_in,clear instructions left access to our room made easy,(no literals),,False,json_parse_error: Extra data: line 1 column 21 (char 20)
61,,gt,Food,Positive,good_food,Excellent range of food offered,(no literals),,False,'excellent_range_of_food' is not of type 'object'
61,,gt,Staff,Positive,good_staff,good service.,(no literals),,False,'good_service' is not of type 'object'
62,,gt,Location,Positive,good_location,"Comfortable location near the airport, and near the beach.",(no literals),,False,json_parse_error: Extra data: line 1 column 23 (char 22)
62,,gt,Staff,Positive,good_staff,Caring and helpful host.,(no literals),,False,json_parse_error: Extra data: line 1 column 14 (char 13)
62,,gt,Food,Positive,good_food,Restaurant on site,(no literals),,False,'restaurant_on_site' is not of type 'object'
62,,gt,Room,Positive,good_room,"Comfortable beds, the best linen and duvets I had
  in my entire 10 day trip.
  In room mini bar+ tea/ coffee. Clean modern bathroom.
  Good AC.",(no literals),,False,json_parse_error: Extra data: line 1 column 19 (char 18)
62,,gt,Room,Negative,bad_room,"Our son had a folding bed which could have been better, especially considering how comfortable the regular beds were.",(no literals),,False,'could_have_been_better_folding_bed' is not of type 'object'
63,,gt,Facility,Positive,good_facility,"It’s been renovated to a exceptionally high standard , it really is well up to 4* standard.",(no literals),,False,json_parse_error: Extra data: line 1 column 36 (char 35)
63,,gt,Price,Positive,good_price,Exceptional value .,(no literals),,False,'exceptional_value' is not of type 'object'
64,,gt,Location,Positive,good_location,"We were looking for the hotel close to the airport, and it was a perfect match. The hotel is located in a close proximity to the airport (5 min by car or 10 min by bus).",(no literals),,False,json_parse_error: Extra data: line 1 column 19 (char 18)
64,,gt,Food,Positive,good_food,"Even though the kitchen was closing, they made us a pizza which was really nice.",(no literals),,False,'nice_pizza' is not of type 'object'
64,,gt,Room,Positive,good_room,"The room was new and clean,",(no literals),,False,json_parse_error: Extra data: line 1 column 11 (char 10)
64,,gt,Staff,Positive,good_staff,the staff reached out in advance and provided us with the detailed instructions of how to get to the room when reception closes.,(no literals),,False,json_parse_error: Extra data: line 1 column 20 (char 19)
64,,gt,Location,Negative,bad_location,"you can hear all the noise from the planes. If you are looking for a quiet stay, you should be aware that the hotel is really close to the airport,",(no literals),,False,json_parse_error: Extra data: line 1 column 20 (char 19)
65,,gt,Room,Positive,good_room,"The property was clean, bed was comfortable",(no literals),,False,json_parse_error: Extra data: line 1 column 14 (char 13)
65,,gt,Location,Positive,good_location,Location was great and easy to get to and from.,(no literals),,False,json_parse_error: Extra data: line 1 column 17 (char 16)
66,,gt,Location,Positive,good_location,"The location was perfect for the airport as we were flying out to uk, The fish and steak restaurant around the corner was also great value and friendly.",(no literals),,False,'perfect_location' is not of type 'object'
66,,gt,Facility,Positive,good_facility,The entrance to the hotel is welcoming,(no literals),,False,'welcoming_entrance' is not of type 'object'
66,,gt,Food,Positive,good_food,the bar and coffee shop chic,(no literals),,False,json_parse_error: Extra data: line 1 column 11 (char 10)
66,,gt,Staff,Positive,good_staff,The gentleman in reception was very friendly and had a lovely smile.,(no literals),,False,json_parse_error: Extra data: line 1 column 21 (char 20)
66,,gt,Room,Positive,good_room,The place was spotless and very comfortable.,(no literals),,False,json_parse_error: Extra data: line 1 column 17 (char 16)
67,,gt,Staff,Positive,good_staff,friendly staff,(no literals),,False,'friendly_staff' is not of type 'object'
68,,gt,Staff,Positive,good_staff,Friendly,(no literals),,False,'friendly_staff' is not of type 'object'
68,,gt,Price,Positive,good_price,"good value,",(no literals),,False,'good_value' is not of type 'object'
68,,gt,Room,Positive,good_room,clean,(no literals),,False,'clean_room' is not of type 'object'
69,,gt,Facility,Positive,good_facility,The place and the people are lovely,(no literals),,False,'lovely_hotel' is not of type 'object'
69,,gt,Staff,Positive,good_staff,The place and the people are lovely,(no literals),,False,json_parse_error: Extra data: line 1 column 15 (char 14)
70,,gt,Facility,Positive,good_facility,Peaceful and clean,(no literals),,False,json_parse_error: Extra data: line 1 column 17 (char 16)
70,,gt,Room,Positive,good_room,Peaceful and clean,(no literals),,False,json_parse_error: Extra data: line 1 column 16 (char 15)
70,,gt,Staff,Positive,good_staff,friendly helpful staff,(no literals),,False,json_parse_error: Extra data: line 1 column 17 (char 16)
71,,gt,Check-in,Positive,good_check_in,Got very clear instructions how to get access to our room.,(no literals),,False,'clear_instructions' is not of type 'object'
71,,gt,Staff,Positive,good_staff,The staff of the hotel is extremely friendly and nice.,(no literals),,False,json_parse_error: Extra data: line 1 column 17 (char 16)
71,,gt,Location,Positive,good_location,"The bus stop with direct access to the airport is a few steps from the accommodation. the airport can be reached in a few minutes. at the same time, Mackenzie beach is also easily accessible on foot.",(no literals),,False,json_parse_error: Extra data: line 1 column 23 (char 22)
71,,gt,Location,Negative,bad_location,"there is no shop or pharmacy in the area,",(no literals),,False,json_parse_error: Extra data: line 1 column 18 (char 17)
72,,gt,Check-in,Positive,good_check_in,I received very clear instructions how to enter the hotel and access my room.,(no literals),,False,'clear_instructions' is not of type 'object'
73,,gt,Staff,Positive,good_staff,Lovely staff doing best to assist always.,(no literals),,False,'lovely_staff' is not of type 'object'
73,,gt,Room,Positive,good_room,wonderful room.,(no literals),,False,'wonderful_room' is not of type 'object'
74,,gt,Location,Positive,good_location,"The hotel is based on a quiet place near to the airport, beach and the Salt Lake in the city. The location is excellent, as there are lots of parking places around, as well.",(no literals),,False,json_parse_error: Extra data: line 1 column 14 (char 13)
74,,gt,Room,Positive,good_room,"Regarding the rooms - very clean and cozy ones, with comfortable beds.",(no literals),,False,json_parse_error: Extra data: line 1 column 14 (char 13)
74,,gt,Food,Positive,good_food,"Furthermore, there is a restaurant in the hotel with delicious food.",(no literals),,False,'delicious_food' is not of type 'object'
74,,gt,Staff,Positive,good_staff,The staff of the hotel is extremely friendly and nice.,(no literals),,False,json_parse_error: Extra data: line 1 column 17 (char 16)
75,,gt,Room,Negative,bad_room,Disappointed we didn't have a balcony,(no literals),,False,"""didn't_have_balcony"" is not of type 'object'"
76,,gt,Facility,Positive,good_facility,Feels new and clean,(no literals),,False,json_parse_error: Extra data: line 1 column 12 (char 11)
76,,gt,Room,Positive,good_room,Feels new and clean,(no literals),,False,json_parse_error: Extra data: line 1 column 11 (char 10)
76,,gt,Location,Positive,good_location,perfect location nearby the beach,(no literals),,False,json_parse_error: Extra data: line 1 column 19 (char 18)
77,,gt,Staff,Positive,good_staff,The staff is very VERY helpful and eager to assist,(no literals),,False,json_parse_error: Extra data: line 1 column 16 (char 15)
78,,gt,Staff,Positive,good_staff,Nice friendly staff.,(no literals),,False,json_parse_error: Extra data: line 1 column 13 (char 12)
78,,gt,Room,Positive,good_room,"clean, nice room, big bathroom",(no literals),,False,json_parse_error: Extra data: line 1 column 13 (char 12)
79,,gt,Room,Positive,good_room,New clean setup,(no literals),,False,json_parse_error: Extra data: line 1 column 12 (char 11)
79,,gt,Staff,Positive,good_staff,friendly helpful staff,(no literals),,False,json_parse_error: Extra data: line 1 column 17 (char 16)
80,,gt,Facility,Positive,good_facility,It is a new hotel. Everything was clean.,(no literals),,False,json_parse_error: Extra data: line 1 column 12 (char 11)
80,,gt,Food,Positive,good_food,We had dinner. It was delicious and inexpensive.,(no literals),,False,json_parse_error: Extra data: line 1 column 19 (char 18)
80,,gt,Location,Positive,good_location,Mc Kenzie Beach within walking distance.,(no literals),,False,'walking_distance_beach' is not of type 'object'
