Review ID,Run,Valid,Topics Present,Errors
41,3,True,"Room, Staff, Location, Food, Facility",
42,1,True,(none),
42,2,True,(none),
42,3,True,(none),
43,1,True,Room,
43,2,True,Room,
43,3,True,Room,
44,1,True,"Staff, Facility",
44,2,True,"Staff, Facility",
44,3,True,"Staff, Facility",
45,1,True,"Location, Food, Price",
45,2,True,"Location, Food, Price",
45,3,True,"Location, Food, Price",
46,1,True,Price,
46,2,True,Price,
46,3,True,Price,
47,1,True,"Staff, Price",
47,2,True,"Staff, Price",
47,3,True,"Staff, Price",
48,1,True,"Room, Staff",
48,2,True,"Room, Staff",
48,3,True,"Room, Staff",
49,1,True,"Room, Location, Price",
49,2,True,"Room, Location, Price",
49,3,True,"Room, Location, Price",
50,1,True,Location,
50,2,False,(parse failed),json_parse_error: Extra data: line 2 column 1 (char 202)
50,3,False,(parse failed),json_parse_error: Extra data: line 2 column 1 (char 202)
51,1,True,"Room, Staff, Food",
51,2,True,"Room, Staff, Food",
51,3,True,"Room, Staff, Food",
52,1,True,Off,
52,2,True,Off,
52,3,True,Off,
53,1,True,"Room, Location, Food, Facility",
53,2,True,"Room, Location, Food, Facility",
53,3,True,"Room, Location, Food, Facility",
54,1,True,Room,
54,2,True,Room,
54,3,True,Room,
55,1,False,(parse failed),json_parse_error: Extra data: line 2 column 2 (char 224)
55,2,False,(parse failed),json_parse_error: Extra data: line 2 column 2 (char 216)
55,3,False,(parse failed),json_parse_error: Extra data: line 2 column 2 (char 216)
56,1,True,"Staff, Location",
56,2,True,"Staff, Location",
56,3,True,"Staff, Location",
57,1,True,"Room, Staff, Location, Taxi-issue",
57,2,True,"Room, Staff, Location, Taxi-issue",
57,3,True,"Room, Staff, Location, Taxi-issue",
58,1,True,"Room, Staff, Location",
58,2,True,"Room, Staff, Location",
58,3,True,"Room, Staff, Location",
59,1,False,(parse failed),json_parse_error: Extra data: line 2 column 1 (char 191)
59,2,False,(parse failed),json_parse_error: Extra data: line 2 column 1 (char 191)
59,3,False,(parse failed),json_parse_error: Extra data: line 2 column 1 (char 191)
60,1,False,(parse failed),json_parse_error: Extra data: line 2 column 2 (char 206)
60,2,False,(parse failed),json_parse_error: Extra data: line 2 column 2 (char 206)
60,3,False,(parse failed),json_parse_error: Extra data: line 2 column 2 (char 206)
61,1,True,Food,
61,2,True,Food,
61,3,True,Food,
62,1,True,"Room, Staff, Location, Food, Facility",
62,2,True,"Room, Staff, Location, Food, Facility",
62,3,True,"Room, Staff, Location, Food, Facility",
63,1,True,Facility,
63,2,True,Facility,
63,3,True,Facility,
64,1,True,"Room, Staff, Location, Food",
64,2,True,"Room, Staff, Location, Food",
64,3,True,"Room, Staff, Location, Food",
65,1,True,"Staff, Location, Food, Off",
65,2,True,"Staff, Location, Food, Off",
65,3,True,"Staff, Location, Food, Off",
66,1,True,"Staff, Location, Food, Facility",
66,2,True,"Staff, Location, Food, Facility",
66,3,True,"Staff, Location, Food, Facility",
67,1,True,"Staff, Off",
67,2,True,"Staff, Off",
67,3,True,"Staff, Off",
68,1,True,Price,
68,2,True,Price,
68,3,True,Price,
69,1,True,Price,
69,2,True,Price,
69,3,True,Price,
70,1,True,"Staff, Off",
70,2,True,"Staff, Off",
70,3,True,"Staff, Off",
71,1,True,"Staff, Location, Check-in",
71,2,True,"Staff, Location, Check-in",
71,3,True,"Staff, Location, Check-in",
72,1,True,Check-in,
72,2,True,Check-in,
72,3,True,Check-in,
73,1,True,"Room, Staff",
73,2,True,"Room, Staff",
73,3,True,"Room, Staff",
74,1,True,"Room, Staff, Location, Food, Facility",
74,2,True,"Room, Staff, Location, Food, Facility",
74,3,True,"Room, Staff, Location, Food, Facility",
75,1,True,Off,
75,2,True,Off,
75,3,True,Off,
76,1,True,Location,
76,2,True,Location,
76,3,True,Location,
77,1,True,Staff,
77,2,True,Staff,
77,3,True,Staff,
78,1,True,"Room, Staff, Off",
78,2,True,"Room, Staff, Off",
78,3,True,"Room, Staff, Off",
79,1,True,Staff,
79,2,True,Staff,
79,3,True,Staff,
80,1,True,"Location, Food, Price",
80,2,True,"Location, Food, Price",
80,3,True,"Location, Food, Price",
81,1,False,(parse failed),json_parse_error: Extra data: line 3 column 1 (char 233)
81,2,False,(parse failed),json_parse_error: Extra data: line 3 column 1 (char 233)
81,3,False,(parse failed),json_parse_error: Extra data: line 3 column 1 (char 233)
82,1,True,"Staff, Location",
82,2,True,"Staff, Location",
82,3,True,"Staff, Location",
83,1,True,"Room, Staff, Location",
83,2,True,"Room, Staff, Location",
83,3,True,"Room, Staff, Location",
84,1,True,"Staff, Food, Facility",
84,2,True,"Staff, Food, Facility",
84,3,True,"Staff, Food, Facility",
85,1,True,"Room, Staff, Food, Check-in",
85,2,True,"Room, Staff, Food, Check-in",
85,3,True,"Room, Staff, Food, Check-in",
86,1,True,Staff,
86,2,True,Staff,
86,3,True,Staff,
87,1,True,"Staff, Food",
87,2,True,"Staff, Food",
87,3,True,"Staff, Food",
88,1,True,"Staff, Location, Off",
88,2,True,"Staff, Location",
88,3,True,"Staff, Location",
89,1,True,Off,
89,2,True,Off,
89,3,True,Off,
90,1,True,Staff,
90,2,True,Staff,
90,3,True,Staff,
91,1,True,"Room, Staff, Location",
91,2,True,"Room, Staff, Location",
91,3,True,"Room, Staff, Location",
92,1,True,Check-in,
92,2,True,Check-in,
92,3,True,Check-in,
93,1,True,"Room, Location, Food",
93,2,True,"Room, Location, Food",
93,3,True,"Room, Location, Food",
94,1,True,"Staff, Food, Facility",
94,2,True,"Staff, Food, Facility",
94,3,True,"Staff, Food, Facility",
95,1,True,Location,
95,2,True,Location,
95,3,True,Location,
96,1,True,"Room, Staff",
96,2,True,"Room, Staff",
96,3,True,"Room, Staff",
97,1,True,"Staff, Food",
97,2,True,"Staff, Food",
97,3,True,"Staff, Food",
98,1,True,"Location, Facility",
98,2,True,"Location, Facility",
98,3,True,"Location, Facility",
99,1,True,Staff,
99,2,True,Staff,
99,3,True,Staff,
100,1,True,Staff,
100,2,True,Staff,
100,3,True,Staff,
101,1,True,"Room, Staff",
101,2,True,"Room, Staff",
101,3,True,"Room, Staff",
102,1,True,"Room, Staff, Location, Off",
102,2,True,"Room, Staff, Location, Off",
102,3,True,"Room, Staff, Location, Off",
103,1,True,"Room, Facility",
103,2,True,"Room, Facility",
103,3,True,"Room, Facility",
104,1,True,Room,
104,2,True,Room,
104,3,True,Room,
105,1,True,"Room, Staff",
105,2,True,"Room, Staff",
105,3,True,"Room, Staff",
106,1,True,Staff,
106,2,True,Staff,
106,3,True,Staff,
107,1,True,"Room, Location, Food, Off",
107,2,True,"Room, Location, Food, Off",
107,3,True,"Room, Location, Food, Off",
108,1,True,Off,
108,2,True,Off,
108,3,True,Off,
109,1,True,"Room, Staff, Location",
109,2,True,"Room, Staff, Location",
109,3,True,"Room, Staff, Location",
110,1,True,"Facility, Check-in",
110,2,True,"Facility, Check-in",
110,3,True,"Facility, Check-in",
111,1,True,"Location, Off",
111,2,True,"Location, Off",
111,3,True,"Location, Off",
112,1,True,Food,
112,2,True,Food,
112,3,True,Food,
113,1,True,"Room, Staff",
113,2,True,"Room, Staff",
113,3,True,"Room, Staff",
114,1,True,"Room, Staff, Location, Food, Facility, Check-in",
114,2,True,"Room, Staff, Location, Food, Facility",
114,3,True,"Room, Staff, Location, Food, Facility",
115,1,True,"Staff, Location",
115,2,True,"Staff, Location",
115,3,True,"Staff, Location",
116,1,True,"Location, Facility",
116,2,True,"Location, Facility",
116,3,True,"Location, Facility",
117,1,True,Location,
117,2,True,Location,
117,3,True,Location,
118,1,True,"Room, Staff, Location, Food",
118,2,True,"Room, Staff, Location, Food",
118,3,True,"Room, Staff, Location, Food",
119,1,True,"Room, Staff, Location, Facility",
119,2,True,"Room, Staff, Location, Facility",
119,3,True,"Room, Staff, Location, Facility",
120,1,True,"Room, Staff, Location",
120,2,True,"Room, Staff, Location",
120,3,True,"Room, Staff, Location",
121,1,True,(none),
121,2,True,(none),
121,3,True,(none),
122,1,True,"Staff, Off",
122,2,True,"Staff, Off",
122,3,True,"Staff, Off",
123,1,True,"Staff, Location",
123,2,True,Location,
123,3,True,Location,
124,1,True,Staff,
124,2,True,Staff,
124,3,True,Staff,
125,1,True,"Location, Price, Taxi-issue",
125,2,True,"Location, Price, Taxi-issue",
125,3,True,"Location, Price, Taxi-issue",
126,1,True,"Room, Staff, Food",
126,2,True,"Room, Staff, Food",
126,3,True,"Room, Staff, Food",
127,1,True,Off,
127,2,True,Off,
127,3,True,Off,
128,1,True,Location,
128,2,True,Location,
128,3,True,Location,
129,1,True,"Room, Staff, Location",
129,2,True,"Room, Staff, Location",
129,3,True,"Room, Staff, Location",
130,1,False,(parse failed),json_parse_error: Extra data: line 2 column 2 (char 212)
130,2,True,Off,
130,3,True,Off,
131,1,True,"Room, Staff, Location, Facility",
131,2,True,"Room, Staff, Location, Facility",
131,3,True,"Room, Staff, Location, Facility",
132,1,True,"Room, Staff, Food",
132,2,True,"Room, Staff, Food",
132,3,True,"Room, Staff, Food",
133,1,True,"Room, Staff, Price",
133,2,True,"Room, Staff, Price",
133,3,True,"Room, Staff, Price",
134,1,True,"Staff, Location",
134,2,True,"Staff, Location",
134,3,True,"Staff, Location",
135,1,True,"Room, Staff, Food",
135,2,True,"Room, Staff, Food",
135,3,True,"Room, Staff, Food",
136,1,True,Price,
136,2,True,Price,
136,3,True,Price,
137,1,True,"Room, Staff, Location",
137,2,True,"Room, Staff, Location",
137,3,True,"Room, Staff, Location",
138,1,True,"Room, Staff, Location",
138,2,True,"Room, Staff, Location",
138,3,True,"Room, Staff, Location",
139,1,True,"Location, Food, Facility",
139,2,True,"Location, Food, Facility",
139,3,True,"Location, Food, Facility",
140,1,True,"Room, Location, Food, Check-in",
140,2,True,"Room, Location, Food, Check-in",
140,3,True,"Room, Location, Food, Check-in",
141,1,True,Staff,
141,2,True,Staff,
141,3,True,Staff,
142,1,True,"Staff, Location, Off",
142,2,True,"Staff, Location",
142,3,True,"Staff, Location",
143,1,True,Location,
143,2,True,Location,
143,3,True,Location,
144,1,True,Off,
144,2,True,Off,
144,3,True,Off,
145,1,True,"Room, Staff, Location, Food",
145,2,True,"Room, Staff, Location, Food",
145,3,True,"Room, Staff, Location, Food",
146,1,True,"Room, Staff",
146,2,True,"Room, Staff",
146,3,True,"Room, Staff",
147,1,True,Staff,
147,2,True,Staff,
147,3,True,Staff,
148,1,True,"Location, Off",
148,2,True,"Location, Off",
148,3,True,"Location, Off",
149,1,True,"Room, Staff, Location, Price, Facility, Off, Taxi-issue",
149,2,True,"Room, Staff, Location, Price, Facility, Off, Taxi-issue",
149,3,True,"Room, Staff, Location, Price, Facility, Off, Taxi-issue",
150,1,True,Off,
150,2,True,Off,
150,3,True,Off,
151,1,True,Off,
151,2,True,Off,
151,3,True,Off,
152,1,True,"Room, Location, Check-in, Taxi-issue",
152,2,True,"Room, Location, Check-in, Taxi-issue",
152,3,True,"Room, Location, Check-in, Taxi-issue",
153,1,True,"Room, Staff, Location, Food, Price, Facility, Check-in, Off, Taxi-issue",
153,2,True,"Room, Staff, Location, Food, Price, Facility, Check-in, Off, Taxi-issue",
153,3,True,"Room, Staff, Location, Food, Price, Facility, Check-in, Off, Taxi-issue",
154,1,True,"Staff, Food",
154,2,True,"Staff, Food",
154,3,True,"Staff, Food",
155,1,True,"Room, Location, Food, Price, Facility",
155,2,True,"Room, Location, Food, Price, Facility",
155,3,True,"Room, Location, Food, Price, Facility",
156,1,True,"Room, Location, Price, Facility",
156,2,True,"Room, Location, Price, Facility",
156,3,True,"Room, Location, Price, Facility",
157,1,True,"Room, Location",
157,2,True,"Room, Location",
157,3,True,"Room, Location",
158,1,False,(parse failed),json_parse_error: Invalid control character at: line 1 column 233 (char 232)
158,2,False,(parse failed),json_parse_error: Extra data: line 3 column 1 (char 283)
158,3,False,(parse failed),json_parse_error: Extra data: line 3 column 1 (char 283)
159,1,True,"Room, Staff, Location",
159,2,True,"Room, Staff, Location",
159,3,True,"Room, Staff, Location",
160,1,True,(none),
160,2,True,(none),
160,3,True,(none),
161,1,True,"Staff, Price, Check-out",
161,2,True,"Staff, Price, Check-out",
161,3,True,"Staff, Price, Check-out",
162,1,True,"Staff, Food",
162,2,True,"Staff, Food",
162,3,True,"Staff, Food",
163,1,True,Check-in,
163,2,True,Check-in,
163,3,True,Check-in,
164,1,True,"Staff, Off",
164,2,True,"Staff, Off",
164,3,True,"Staff, Off",
165,1,True,Staff,
165,2,True,Staff,
165,3,True,Staff,
166,1,True,Off,
166,2,True,Off,
166,3,True,Off,
167,1,True,"Staff, Food",
167,2,True,"Staff, Food",
167,3,True,"Staff, Food",
168,1,True,"Room, Staff, Location, Food",
168,2,True,"Room, Staff, Location, Food",
168,3,True,"Room, Staff, Location, Food",
169,1,False,(parse failed),json_parse_error: Extra data: line 3 column 2 (char 190)
169,2,True,"Location, Food",
169,3,True,"Location, Food",
170,1,True,"Staff, Food",
170,2,True,"Staff, Food",
170,3,True,"Staff, Food",
171,1,True,"Staff, Location, Facility",
171,2,True,"Staff, Location, Facility",
171,3,True,"Staff, Location, Facility",
172,1,True,Off,
172,2,True,Off,
172,3,True,Off,
173,1,True,"Room, Staff",
173,2,True,"Room, Staff",
173,3,True,"Room, Staff",
174,1,True,(none),
174,2,True,(none),
174,3,True,(none),
175,1,True,Location,
175,2,True,Location,
175,3,True,Location,
176,1,True,Room,
176,2,True,Room,
176,3,True,Room,
177,1,True,"Staff, Location, Off",
177,2,True,"Staff, Location, Off",
177,3,True,"Staff, Location, Off",
178,1,True,Off,
178,2,True,Off,
178,3,True,Off,
179,1,True,Location,
179,2,True,Location,
179,3,True,Location,
180,1,True,"Room, Staff, Food, Facility",
180,2,True,"Room, Staff, Food, Facility",
180,3,True,"Room, Staff, Food, Facility",
181,1,True,"Room, Staff",
181,2,True,"Room, Staff",
181,3,True,"Room, Staff",
182,1,True,(none),
182,2,True,(none),
182,3,True,(none),
183,1,True,"Location, Food",
183,2,True,"Location, Food",
183,3,True,"Location, Food",
184,1,True,Food,
184,2,True,Food,
184,3,True,Food,
185,1,True,"Staff, Location, Food",
185,2,True,"Staff, Location, Food",
185,3,True,"Staff, Location, Food",
186,1,True,Staff,
186,2,True,Staff,
186,3,True,Staff,
187,1,True,Off,
187,2,True,Off,
187,3,True,Off,
188,1,True,Off,
188,2,True,Off,
188,3,True,Off,
189,1,True,Off,
189,2,True,Off,
189,3,True,Off,
190,1,True,"Room, Location, Facility, Check-in",
190,2,True,"Room, Location, Facility, Check-in",
190,3,True,"Room, Location, Facility, Check-in",
191,1,True,Location,
191,2,True,Location,
191,3,True,Location,
192,1,True,"Staff, Location",
192,2,True,"Staff, Location",
192,3,True,"Staff, Location",
193,1,True,"Room, Staff, Location",
193,2,True,"Room, Staff, Location",
193,3,True,"Room, Staff, Location",
194,1,True,Location,
194,2,True,Location,
194,3,True,Location,
195,1,True,Location,
195,2,True,Location,
195,3,True,Location,
196,1,True,Booking-issue,
196,2,True,Booking-issue,
196,3,True,Booking-issue,
197,1,True,Location,
197,2,True,Location,
197,3,True,Location,
198,1,True,"Staff, Food",
198,2,True,"Staff, Food",
198,3,True,"Staff, Food",
199,1,True,"Staff, Location",
199,2,True,"Staff, Location",
199,3,True,"Staff, Location",
200,1,True,Food,
200,2,True,Food,
200,3,True,Food,
201,1,True,Off,
201,2,True,Off,
201,3,True,Off,
202,1,True,"Staff, Location",
202,2,True,"Staff, Location",
202,3,True,"Staff, Location",
203,1,True,"Room, Staff, Price",
203,2,True,"Room, Staff, Price",
203,3,True,"Room, Staff, Price",
204,1,True,"Staff, Location",
204,2,True,"Staff, Location",
204,3,True,"Staff, Location",
205,1,True,Off,
205,2,True,Off,
205,3,True,Off,
206,1,True,"Location, Price",
206,2,True,"Location, Price",
206,3,True,"Location, Price",
207,1,True,Staff,
207,2,True,Staff,
207,3,True,Staff,
208,1,False,(parse failed),json_parse_error: Extra data: line 2 column 2 (char 343)
208,2,False,(parse failed),json_parse_error: Extra data: line 2 column 2 (char 343)
208,3,False,(parse failed),json_parse_error: Extra data: line 2 column 2 (char 343)
209,1,True,"Room, Staff, Food",
209,2,True,"Room, Staff, Food",
209,3,True,"Room, Staff, Food",
210,1,True,Location,
210,2,True,Location,
210,3,True,Location,
211,1,True,"Staff, Location, Food",
211,2,True,"Staff, Location, Food",
211,3,True,"Staff, Location, Food",
212,1,True,"Staff, Price",
212,2,True,"Staff, Price",
212,3,True,"Staff, Price",
213,1,True,Food,
213,2,True,Food,
213,3,True,Food,
214,1,False,Check-in,'Check-out' is a required property
214,2,False,Check-in,'Check-out' is a required property
214,3,False,Check-in,'Check-out' is a required property
215,1,True,Off,
215,2,True,Off,
215,3,True,Off,
216,1,True,"Room, Facility",
216,2,True,"Room, Facility",
216,3,True,"Room, Facility",
217,1,True,Off,
217,2,True,Off,
217,3,True,Off,
218,1,True,"Room, Location, Off",
218,2,True,"Room, Location, Off",
218,3,True,"Room, Location, Off",
219,1,True,"Room, Facility, Off",
219,2,True,"Room, Facility, Off",
219,3,True,"Room, Facility, Off",
220,1,False,(parse failed),json_parse_error: Extra data: line 3 column 1 (char 311)
220,2,True,"Room, Location, Facility, Check-in",
220,3,True,"Room, Location, Facility, Check-in",
221,1,True,"Room, Staff, Food, Facility",
221,2,True,"Room, Staff, Food, Facility",
221,3,True,"Room, Staff, Food, Facility",
222,1,True,Room,
222,2,True,Room,
222,3,True,Room,
223,1,False,(parse failed),json_parse_error: Extra data: line 2 column 1 (char 262)
223,2,False,(parse failed),json_parse_error: Extra data: line 2 column 1 (char 314)
223,3,False,(parse failed),json_parse_error: Extra data: line 2 column 1 (char 314)
224,1,True,Staff,
224,2,True,Staff,
224,3,True,Staff,
225,1,True,Off,
225,2,True,Off,
225,3,True,Off,
226,1,False,(parse failed),json_parse_error: Expecting value: line 1 column 1 (char 0)
226,2,False,(parse failed),json_parse_error: Expecting value: line 1 column 1 (char 0)
226,3,False,(parse failed),json_parse_error: Expecting value: line 1 column 1 (char 0)
227,1,False,"Room, Staff, Location, Check-in",'Check-out' is a required property
227,2,False,"Room, Staff, Location, Check-in",'Check-out' is a required property
227,3,False,"Room, Staff, Location, Check-in",'Check-out' is a required property
228,1,True,"Room, Location",
228,2,True,"Room, Location",
228,3,True,"Room, Location",
229,1,True,"Staff, Food",
229,2,True,"Staff, Food",
229,3,True,"Staff, Food",
230,1,True,"Location, Price",
230,2,True,"Location, Price",
230,3,True,"Location, Price",
231,1,True,"Room, Staff, Location",
231,2,True,"Room, Staff, Location",
231,3,True,"Room, Staff, Location",
232,1,True,"Room, Staff, Location, Food, Price",
232,2,True,"Room, Staff, Location, Food, Price",
232,3,True,"Room, Staff, Location, Food, Price",
233,1,True,"Room, Location, Food, Facility",
233,2,True,"Room, Location, Food, Facility",
233,3,True,"Room, Location, Food, Facility",
234,1,True,"Location, Price, Facility",
234,2,True,"Location, Price, Facility",
234,3,True,"Location, Price, Facility",
235,1,True,"Staff, Location",
235,2,True,"Staff, Location",
235,3,True,"Staff, Location",
236,1,True,"Room, Location, Facility, Off",
236,2,True,"Room, Location, Facility, Off",
236,3,True,"Room, Location, Facility, Off",
237,1,True,Off,
237,2,True,Off,
237,3,True,Off,
238,1,True,"Room, Location",
238,2,True,"Room, Location",
238,3,True,"Room, Location",
239,1,True,"Room, Location, Facility",
239,1,True,"Room, Location, Facility",
239,2,True,"Room, Location, Facility",
239,2,True,"Room, Location, Facility",
239,3,True,"Room, Location, Facility",
239,3,True,"Room, Location, Facility",
240,1,True,Location,
240,1,True,Location,
240,2,True,Location,
240,2,True,Location,
240,3,True,Location,
240,3,True,Location,
241,1,True,"Room, Staff, Location, Price, Facility",
241,1,True,"Room, Staff, Location, Price, Facility",
241,2,True,"Room, Staff, Location, Price, Facility",
241,2,True,"Room, Staff, Location, Price, Facility",
241,3,True,"Room, Staff, Location, Price, Facility",
241,3,True,"Room, Staff, Location, Price, Facility",
242,1,True,"Staff, Off",
242,1,True,"Staff, Off",
242,2,True,"Staff, Off",
242,2,True,"Staff, Off",
242,3,True,"Staff, Off",
242,3,True,"Staff, Off",
243,1,True,"Location, Facility",
243,1,True,"Location, Facility",
243,2,True,"Location, Facility",
243,2,True,"Location, Facility",
243,3,True,"Location, Facility",
243,3,True,"Location, Facility",
244,1,True,Off,
244,1,True,Off,
244,2,True,Off,
244,2,True,Off,
244,3,True,Off,
245,1,True,"Room, Staff, Food",
245,2,True,"Room, Staff, Food",
245,3,True,"Room, Staff, Food",
246,1,True,"Room, Staff, Location, Food, Taxi-issue",
246,2,True,"Room, Staff, Location, Food, Taxi-issue",
246,3,True,"Room, Staff, Location, Food, Taxi-issue",
247,1,True,Location,
247,2,True,Location,
247,3,True,Location,
248,1,True,"Room, Staff, Facility, Taxi-issue",
248,2,True,"Room, Staff, Facility, Taxi-issue",
248,3,True,"Room, Staff, Facility, Taxi-issue",
249,1,True,Off,
249,2,True,Off,
249,3,True,Off,
250,1,True,"Room, Staff, Location, Food, Facility",
250,2,True,"Room, Staff, Location, Food, Facility",
250,3,True,"Room, Staff, Location, Food, Facility",
251,1,True,Staff,
251,2,True,Staff,
251,3,True,Staff,
252,1,True,"Room, Staff, Food",
252,2,True,"Room, Staff, Food",
252,3,True,"Room, Staff, Food",
253,1,True,Off,
253,2,True,Off,
253,3,True,Off,
254,1,True,"Room, Staff, Location, Facility, Off",
254,2,True,"Room, Staff, Location, Facility, Off",
254,3,True,"Room, Staff, Location, Facility, Off",
255,1,True,"Room, Staff, Location",
255,2,True,"Room, Staff, Location",
255,3,True,"Room, Staff, Location",
256,1,True,Off,
256,2,True,Off,
256,3,True,Off,
257,1,True,"Staff, Location",
257,2,True,"Staff, Location",
257,3,True,"Staff, Location",
258,1,True,"Staff, Food",
258,2,True,"Staff, Food",
258,3,True,"Staff, Food",
259,1,True,"Staff, Location",
259,2,True,"Staff, Location",
259,3,True,"Staff, Location",
260,1,True,"Staff, Location, Food",
260,2,True,"Staff, Location, Food",
260,3,True,"Staff, Location, Food",
261,1,True,(none),
261,2,True,(none),
261,3,True,(none),
262,1,True,"Room, Staff, Location, Off",
262,2,True,"Room, Staff, Location, Off",
262,3,True,"Room, Staff, Location, Off",
263,1,True,Room,
263,2,True,Room,
263,3,True,Room,
264,1,True,"Room, Staff",
264,2,True,"Room, Staff",
264,3,True,"Room, Staff",
265,1,True,"Location, Price",
265,2,True,"Location, Price",
265,3,True,"Location, Price",
266,1,True,Staff,
266,2,True,Staff,
266,3,True,Staff,
267,1,True,Staff,
267,2,True,Staff,
267,3,True,Staff,
268,1,True,"Room, Staff, Location, Food, Facility, Off",
268,2,True,"Room, Staff, Location, Food, Facility, Off",
268,3,True,"Room, Staff, Location, Food, Facility, Off",
269,1,True,"Staff, Location, Off",
269,2,True,"Staff, Location, Off",
269,3,True,"Staff, Location, Off",
270,1,True,"Room, Staff",
270,2,True,"Room, Staff",
270,3,True,"Room, Staff",
271,1,True,Location,
271,2,True,Location,
271,3,True,Location,
272,1,True,"Staff, Location, Food",
272,2,True,"Staff, Location, Food",
272,3,True,"Staff, Location, Food",
273,1,True,(none),
273,2,True,(none),
273,3,True,(none),
274,1,True,Staff,
274,2,True,Staff,
274,3,True,Staff,
275,1,True,"Room, Staff",
275,2,True,"Room, Staff",
275,3,True,"Room, Staff",
276,1,True,"Staff, Location, Check-in",
276,2,True,"Staff, Location, Check-in",
276,3,True,"Staff, Location, Check-in",
277,1,True,Staff,
277,2,True,Staff,
277,3,True,Staff,
278,1,True,"Staff, Location, Food",
278,2,True,"Staff, Location, Food",
278,3,True,"Staff, Location, Food",
279,1,True,"Location, Food, Facility",
279,2,True,"Location, Food, Facility",
279,3,True,"Location, Food, Facility",
280,1,True,"Room, Location, Facility",
280,2,True,"Room, Location, Facility",
