Review ID,Run,Valid,Topic,Text Span,Errors
66,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 426 (char 425)
67,1,False,Staff,friendly staff,
68,1,False,(parse failed),,"json_parse_error: Expecting ',' delimiter: line 1 column 157 (char 156)"
69,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 28 (char 27)
70,1,False,Room,Peaceful and clean,
70,1,False,Staff,friendly helpful staff,
71,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 165 (char 164)
72,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 116 (char 115)
73,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 135 (char 134)
74,1,False,(parse failed),,"json_parse_error: Expecting ',' delimiter: line 1 column 518 (char 517)"
75,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 27 (char 26)
76,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 139 (char 138)
77,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 158 (char 157)
78,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 60 (char 59)
79,1,False,(parse failed),,"json_parse_error: Expecting ',' delimiter: line 1 column 121 (char 120)"
80,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 171 (char 170)
81,1,False,(parse failed),,"json_parse_error: Expecting ',' delimiter: line 1 column 184 (char 183)"
82,1,False,(parse failed),,"json_parse_error: Expecting ',' delimiter: line 1 column 202 (char 201)"
83,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 153 (char 152)
84,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 338 (char 337)
85,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 207 (char 206)
86,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 191 (char 190)
87,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 116 (char 115)
88,1,False,(parse failed),,"json_parse_error: Expecting ',' delimiter: line 1 column 183 (char 182)"
89,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 201 (char 200)
90,1,False,Location,"position,",
90,1,False,Staff,staff,
90,1,False,Room,and very clean,
90,1,False,Facility,parking not always easy,
91,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 171 (char 170)
92,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 119 (char 118)
93,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 66 (char 65)
94,1,False,Staff,"Amazing staff,",
94,1,False,Facility,modern facility,
94,1,False,Food,very tasty food with a super service at the restaurant by the hotel.,
95,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 102 (char 101)
96,1,False,(parse failed),,"json_parse_error: Expecting ',' delimiter: line 1 column 210 (char 209)"
97,1,False,Room,"The food we had was excellent,",
97,1,False,Staff,service was excellent,
97,1,False,Location,we will go back.,
98,1,False,(parse failed),,"json_parse_error: Expecting ',' delimiter: line 1 column 537 (char 536)"
99,1,False,(parse failed),,"json_parse_error: Expecting ',' delimiter: line 1 column 84 (char 83)"
100,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 189 (char 188)
101,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 88 (char 87)
102,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 277 (char 276)
103,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 291 (char 290)
104,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 104 (char 103)
105,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 160 (char 159)
106,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 314 (char 313)
107,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 258 (char 257)
108,1,False,Room,everything,
109,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 137 (char 136)
110,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 171 (char 170)
111,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 69 (char 68)
112,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 59 (char 58)
113,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 134 (char 133)
114,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 320 (char 319)
115,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 200 (char 199)
116,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 96 (char 95)
117,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 31 (char 30)
118,1,False,Location,location near the airport and beach 10/10.,
118,1,False,Staff,front desk are absolutely perfect 10/10,
118,1,False,Food,hotel restaurant delicious! 10/10,
118,1,False,Room,the room perfect!,
119,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 563 (char 562)
120,1,False,Staff,Helpful staff,
120,1,False,Location,close to airport,
120,1,False,Room,The room was small but adequate,
121,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 334 (char 333)
122,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 100 (char 99)
123,1,False,(parse failed),,"json_parse_error: Expecting ',' delimiter: line 1 column 259 (char 258)"
124,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 28 (char 27)
125,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 519 (char 518)
126,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 153 (char 152)
127,1,False,Room,very clean and modern,
128,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 129 (char 128)
129,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 387 (char 386)
130,1,False,Room,that your hotel allowed to stay with animals,
131,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 431 (char 430)
132,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 140 (char 139)
133,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 142 (char 141)
134,1,False,Room,"La veranda was lovely and clean,",
134,1,False,Staff,great friendly staff,
134,1,False,Location,Brilliant location for beach and bars.,
135,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 183 (char 182)
136,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 132 (char 131)
137,1,False,Room,Room was clean and the bed was comfortable,
137,1,False,Room,The smell in the bathroom,
137,1,False,Staff,Friendly staff,
137,1,False,Location,great location,
138,1,False,Location,"Great localization,",
138,1,False,Staff,"very helpful and kind personel,",
138,1,False,Room,"very clean room and bathroom,",
139,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 135 (char 134)
140,1,False,Room,"Very clean, comfy bed,",
140,1,False,Location,"close to the airport,",
140,1,False,Check-in,"easy self check-in,",
140,1,False,Food,great breakfast.,
141,1,False,Room,It felt like a home from home.,
141,1,False,Room,Fantastic hotel,
141,1,False,Staff,wonderful staff.,
141,1,False,Location,There was nothing not to like. Fabulous place.,
142,1,False,Staff,friendly staff,
142,1,False,Location,near mackenzie beach,
143,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 31 (char 30)
144,1,False,Room,nice and clean,
145,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 468 (char 467)
146,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 186 (char 185)
147,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 53 (char 52)
148,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 78 (char 77)
149,1,False,(parse failed),,"json_parse_error: Expecting ',' delimiter: line 1 column 396 (char 395)"
150,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 92 (char 91)
151,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 49 (char 48)
152,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 300 (char 299)
153,1,False,Location,"very close to the airport after a late flight,",
153,1,False,Staff,lovely friendly staff who checked us in quickly,
153,1,False,Room,"beautiful, spotless room. really comfortable nights sleep in an air conditioned room after a great shower.",
153,1,False,Food,beautiful fresh breakfast which was very reasonably priced.,
154,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 62 (char 61)
155,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 334 (char 333)
156,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 278 (char 277)
157,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 142 (char 141)
158,1,False,(parse failed),,"json_parse_error: Expecting ',' delimiter: line 1 column 339 (char 338)"
159,1,False,Room,"Clean rooms,",
159,1,False,Staff,very friendly staff,
159,1,False,Location,and great location as it is close to the airport.,
160,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 67 (char 66)
161,1,False,Staff,"the staff,",
161,1,False,Room,"the cleanness,",
161,1,False,Price,"the price,",
161,1,False,Check-out,check out time,
162,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 144 (char 143)
163,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 31 (char 30)
164,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 179 (char 178)
165,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 107 (char 106)
166,1,False,Room,very clean and homely,
167,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 96 (char 95)
168,1,False,Staff,The staff are good,
168,1,False,Room,The room is clean.,
168,1,False,Location,"We liked the location, near the airport and at the same time short walking distance to the beach and restaurants,",
168,1,False,Food,"The food at the restaurant is a must try, pretty delicious.",
169,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 198 (char 197)
170,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 114 (char 113)
171,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 617 (char 616)
172,1,False,Staff,Personal was friendly..,
172,1,False,Room,Everything was clean.,
172,1,False,Facility,Nice place..,
173,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 184 (char 183)
174,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 350 (char 349)
175,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 31 (char 30)
176,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 27 (char 26)
177,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 83 (char 82)
178,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 27 (char 26)
179,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 209 (char 208)
180,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 251 (char 250)
181,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 107 (char 106)
182,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 65 (char 64)
183,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 258 (char 257)
184,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 174 (char 173)
185,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 339 (char 338)
186,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 28 (char 27)
187,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 105 (char 104)
188,1,False,Staff,lovely,
189,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 630 (char 629)
190,1,False,(parse failed),,"json_parse_error: Expecting ',' delimiter: line 1 column 427 (char 426)"
191,1,False,(parse failed),,"json_parse_error: Expecting ',' delimiter: line 1 column 86 (char 85)"
192,1,False,Staff,staff was amazing.,
192,1,False,Location,location,
192,1,False,Room,and cleanliness.,
193,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 94 (char 93)
194,1,False,Location,"Good location,",
194,1,False,Staff,"friendly people,",
194,1,False,Room,good a/c,
195,1,False,(parse failed),,"json_parse_error: Expecting ',' delimiter: line 1 column 183 (char 182)"
196,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 67 (char 66)
197,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 31 (char 30)
198,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 474 (char 473)
199,1,False,Room,"it is clean, beautiful",
199,1,False,Location,"being 5 minute walk from the beach, restaurants and cafés.",
199,1,False,Staff,kind service with a smile!,
200,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 143 (char 142)
201,1,False,Room,flexibility,
202,1,False,Room,"Super clean,",
202,1,False,Location,"close to the beach and great restaurants,",
202,1,False,Staff,"the staff is exceptionally nice,",
203,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 147 (char 146)
204,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 78 (char 77)
205,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 27 (char 26)
206,1,False,Staff,Welcoming owners,
206,1,False,Location,The beach is less than 5 minutes away.,
206,1,False,Price,Good value.,
207,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 199 (char 198)
208,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 79 (char 78)
209,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 143 (char 142)
210,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 184 (char 183)
211,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 227 (char 226)
212,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 186 (char 185)
213,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 176 (char 175)
214,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 105 (char 104)
215,1,False,Room,clean and simple,
216,1,False,(parse failed),,"json_parse_error: Expecting ',' delimiter: line 1 column 464 (char 463)"
217,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 58 (char 57)
218,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 162 (char 161)
219,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 109 (char 108)
220,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 451 (char 450)
221,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 394 (char 393)
222,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 334 (char 333)
223,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 28 (char 27)
224,1,False,Staff,Staff very friendly and very helpful.,
224,1,False,Room,Very comfortable nights sleep,
224,1,False,Location,Parking in the area is always possible but not necessarily the most convenient,
225,1,False,Room,Everything,
226,1,False,Staff,Excellent staff in this family driven hotel. Very helpful and pleasant people who speak perfect English and couldn't have been better -- all the way from the booking process and online dialog to putting us on a taxi to the airport!,
226,1,False,Location,The backyard itself could actually have been used so much better.,
226,1,False,Food,"there is not much extra in this hotel or in the room. 
  
  - The out-of-order pool table hidden away in the backyard should be brought back to life.
  - The backyard itself could actually have been used so much better.
  - The small fridge in the room was warm (turned off) upon arrival and completely empty, and no local shop/kiosk nearby to fill it up. One small bottle of water upon arrival to double room feels a little poor. Would gladly have paid those 2€ more per day to have 2 bottles initially and being refilled daily with room service. A couple of cents more, to have even tea on the small welcome tray ;-)
  - Bathroom floor gets completely wet when (carefully) showering, as only half a glass wall covers the shower.
  - Bed frame has very sharp/hard corners, and it's easy to get hurt. Apply baby safety corners?
  - Veranda door and main door doesn't close entirely tight so main door slams in the night when it's windy. However fixable in MacGyver way using the bed cover and a tea spoon, although a professional seal attached to the door frame would probably be a better fix long-term ;-)
  - Beach towel services would also have been nice and useful, to avoid using lots of space/weight in baggage.
  All in all, this hotel is great but still has room for improvement in many little details which could easily be fixed. Still getting our high rating as the staff is simply the best and made our stay a true pleasure, thus above comments should not scare anyone from booking this hotel. We highly recommend it and would definitely love to return!",
226,1,False,Food,"All in all, this hotel is great but still has room for improvement in many little details which could easily be fixed.",
227,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 196 (char 195)
228,1,False,Staff,the Cyprus hospitality at the highest level. Feel at home in 1 minute with owners welcoming you with a big smile.,
228,1,False,Location,the location is convenient,
228,1,False,Room,and the room had a big balcony,
229,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 140 (char 139)
230,1,False,Location,"location,",
230,1,False,Price,and very good value,
231,1,False,Staff,"very friendly staff,",
231,1,False,Room,rooms were clean,
231,1,False,Location,and ideally situated for the airport,
232,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 504 (char 503)
233,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 214 (char 213)
234,1,False,(parse failed),,"json_parse_error: Expecting ',' delimiter: line 1 column 164 (char 163)"
235,1,False,Location,Great location,
235,1,False,Staff,"very welcoming staff,",
235,1,False,Room,and very clean,
236,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 425 (char 424)
237,1,False,Room,clean and comfortable,
238,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 151 (char 150)
239,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 233 (char 232)
240,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 488 (char 487)
241,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 345 (char 344)
242,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 211 (char 210)
243,1,False,Location,near beaches and restaurants,
244,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 1078 (char 1077)
245,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 355 (char 354)
246,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 447 (char 446)
247,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 63 (char 62)
248,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 350 (char 349)
249,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 157 (char 156)
250,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 433 (char 432)
251,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 28 (char 27)
252,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 188 (char 187)
253,1,False,Room,cleanliness and quietness,
254,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 186 (char 185)
255,1,False,Location,close to the airport.,
255,1,False,Location,"The location is super convenient, only few steps from the beach.",
255,1,False,Staff,The staff is super friendly and attentive.,
255,1,False,Room,The room is spacious and new.,
256,1,False,Room,clean and modern,
257,1,False,(parse failed),,"json_parse_error: Expecting ',' delimiter: line 1 column 139 (char 138)"
258,1,False,Room,"Great accommodation,",
258,1,False,Staff,"wonderful staff,",
258,1,False,Food,"delicious food,",
258,1,False,Location,tranquility!,
259,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 217 (char 216)
260,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 308 (char 307)
261,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 193 (char 192)
262,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 364 (char 363)
263,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 27 (char 26)
264,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 64 (char 63)
265,1,False,Staff,Very warm welcome,
265,1,False,Room,and very clean and comfortable-,
265,1,False,Location,as good a hotel as I’ve stayed at for £50 a night.,
266,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 107 (char 106)
267,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 196 (char 195)
268,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 231 (char 230)
269,1,False,Room,clean,
269,1,False,Staff,super friendly,
269,1,False,Location,convenient,
270,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 105 (char 104)
271,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 31 (char 30)
272,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 323 (char 322)
273,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 334 (char 333)
274,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 161 (char 160)
275,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 198 (char 197)
276,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 227 (char 226)
277,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 270 (char 269)
278,1,False,Staff,"The staff were wonderful, so friendly and welcoming",
278,1,False,Food,and the food was superb.,
278,1,False,Location,The hotel was clean and easy for the airport.,
279,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 308 (char 307)
280,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 352 (char 351)
281,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 109 (char 108)
282,1,False,(parse failed),,"json_parse_error: Expecting ',' delimiter: line 1 column 154 (char 153)"
283,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 334 (char 333)
284,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 380 (char 379)
285,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 59 (char 58)
286,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 31 (char 30)
287,1,False,Room,"Very clean, nice bed and linen.",
287,1,False,Price,Good value.,
287,1,False,Facility,Some smell from bathroom/water.,
288,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 309 (char 308)
289,1,False,(parse failed),,"json_parse_error: Expecting ',' delimiter: line 1 column 339 (char 338)"
290,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 544 (char 543)
