Review ID,Run,Valid,Topics Present,Errors
36,2,True,"Staff, Location, Food, Check-in, Off",
36,3,True,"Staff, Location, Food, Check-in, Off",
37,1,True,"Staff, Location, Food, Off",
37,2,True,"Staff, Location, Food, Off",
37,3,True,"Staff, Location, Food, Off",
38,1,True,"Room, Off",
38,2,True,"Room, Off",
38,3,True,"Room, Off",
39,1,True,"Room, Off",
39,2,True,"Room, Off",
39,3,True,"Room, Off",
40,1,True,"Location, Off",
40,2,True,"Location, Off",
40,3,True,"Location, Off",
41,1,True,"Room, Staff, Location, Off",
41,2,True,"Room, Staff, Location, Off",
41,3,True,"Room, Staff, Location, Off",
42,1,True,"Staff, Off",
42,2,True,"Staff, Off",
42,3,True,"Staff, Off",
43,1,True,"Room, Off",
43,2,True,"Room, Off",
43,3,True,"Room, Off",
44,1,True,"Staff, Price, Facility, Off",
44,2,True,"Staff, Price, Facility, Off",
44,3,True,"Staff, Price, Facility, Off",
45,1,True,"Room, Location, Food, Price",
45,2,True,"Room, Location, Food, Price",
45,3,True,"Room, Location, Food, Price",
46,1,True,"Location, Price, Off",
46,2,True,"Location, Price, Off",
46,3,True,"Location, Price, Off",
47,1,True,"Staff, Price, Off, Taxi-issue",
47,2,True,"Staff, Price, Off, Taxi-issue",
47,3,True,"Staff, Price, Off, Taxi-issue",
48,1,True,"Room, Staff, Off",
48,2,True,"Room, Staff, Off",
48,3,True,"Room, Staff, Off",
49,1,True,"Room, Location, Price, Off",
49,2,True,"Room, Location, Price, Off",
49,3,True,"Room, Location, Price, Off",
50,1,True,"Room, Location, Off",
50,2,True,"Room, Location, Off",
50,3,True,"Room, Location, Off",
51,1,True,"Room, Staff, Location, Food, Off",
51,2,True,"Room, Staff, Location, Food, Off",
51,3,True,"Room, Staff, Location, Food, Off",
52,1,True,"Food, Off",
52,2,True,"Food, Off",
52,3,True,"Food, Off",
53,1,True,"Room, Location, Food, Off",
53,2,True,"Room, Location, Food, Off",
53,3,True,"Room, Location, Food, Off",
54,1,True,"Room, Off",
54,2,True,"Room, Off",
54,3,True,"Room, Off",
55,1,True,"Location, Off",
55,2,True,"Location, Off",
55,3,True,"Location, Off",
56,1,True,"Room, Staff, Location, Off",
56,2,True,"Room, Staff, Location, Off",
56,3,True,"Room, Staff, Location, Off",
57,1,True,"Room, Staff, Location, Off, Taxi-issue",
57,2,True,"Room, Staff, Location, Off, Taxi-issue",
57,3,True,"Room, Staff, Location, Off, Taxi-issue",
58,1,True,"Staff, Location, Off",
58,2,True,"Staff, Location, Off",
58,3,True,"Staff, Location, Off",
59,1,True,"Location, Check-in, Off",
59,2,True,"Location, Check-in, Off",
59,3,True,"Location, Check-in, Off",
60,1,True,"Room, Check-in, Off",
60,2,True,"Room, Check-in, Off",
60,3,True,"Room, Check-in, Off",
61,1,True,"Food, Off",
61,2,True,"Food, Off",
61,3,True,"Food, Off",
62,1,True,"Room, Location, Food, Facility, Off",
62,2,True,"Room, Location, Food, Facility, Off",
62,3,True,"Room, Location, Food, Facility, Off",
63,1,True,"Room, Price, Off",
63,2,True,"Staff, Price, Off",
63,3,True,"Staff, Price, Off",
64,1,True,"Room, Location, Food, Off",
64,2,True,"Room, Location, Food, Off",
64,3,True,"Room, Location, Food, Off",
65,1,True,"Room, Staff, Location, Food, Off",
65,2,True,"Room, Staff, Location, Food, Off",
65,3,True,"Room, Staff, Location, Food, Off",
66,1,True,"Room, Staff, Location, Food, Facility, Off",
66,2,True,"Room, Staff, Location, Food, Facility, Off",
66,3,True,"Room, Staff, Location, Food, Facility, Off",
67,1,True,"Staff, Off",
67,2,True,"Staff, Off",
67,3,True,"Staff, Off",
68,1,True,"Staff, Off",
68,2,True,"Staff, Off",
68,3,True,"Staff, Off",
69,1,True,"Staff, Price, Off",
69,2,True,"Staff, Price, Off",
69,3,True,"Staff, Price, Off",
70,1,True,"Staff, Off",
70,2,True,"Staff, Off",
70,3,True,"Staff, Off",
71,1,True,"Staff, Location, Check-in, Off",
71,2,True,"Staff, Location, Check-in, Off",
71,3,True,"Staff, Location, Check-in, Off",
72,1,True,"Room, Staff, Check-in, Off",
72,2,True,"Room, Staff, Check-in, Off",
72,3,True,"Room, Staff, Check-in, Off",
73,1,True,"Room, Staff, Off",
73,2,True,"Room, Staff, Off",
73,3,True,"Room, Staff, Off",
74,1,True,"Room, Staff, Location, Food, Off",
74,2,True,"Room, Staff, Location, Food, Off",
74,3,True,"Room, Staff, Location, Food, Off",
75,1,True,"Location, Off",
75,2,True,"Location, Off",
75,3,True,"Location, Off",
76,1,True,"Location, Off",
76,2,True,"Location, Off",
76,3,True,"Location, Off",
77,1,True,"Staff, Off",
77,2,True,"Staff, Off",
77,3,True,"Staff, Off",
78,1,True,"Room, Staff, Off",
78,2,True,"Room, Staff, Off",
78,3,True,"Room, Staff, Off",
79,1,True,"Staff, Off",
79,2,True,"Staff, Off",
79,3,True,"Staff, Off",
80,1,True,"Location, Food, Price, Off",
80,2,True,"Location, Food, Price, Off",
80,3,True,"Location, Food, Price, Off",
81,1,True,"Room, Location, Off",
81,2,True,"Room, Location, Off",
81,3,True,"Room, Location, Off",
82,1,True,"Staff, Location, Off",
82,2,True,"Staff, Location, Off",
82,3,True,"Staff, Location, Off",
83,1,True,"Room, Location, Off",
83,2,True,"Room, Location, Off",
83,3,True,"Room, Location, Off",
84,1,True,"Staff, Food, Off",
84,2,True,"Staff, Food, Off",
84,3,True,"Staff, Food, Off",
85,1,True,"Room, Food, Check-in, Check-out",
85,2,True,"Room, Food, Check-in, Check-out",
85,3,True,"Room, Food, Check-in, Check-out",
86,1,True,"Staff, Food, Off",
86,2,True,"Staff, Food, Off",
86,3,True,"Staff, Food, Off",
87,1,True,"Staff, Food, Off",
87,2,True,"Staff, Food, Off",
87,3,True,"Staff, Food, Off",
88,1,True,"Room, Staff, Location, Off",
88,2,True,"Room, Staff, Location, Off",
88,3,True,"Room, Staff, Location, Off",
89,1,True,"Room, Check-in, Off",
89,2,True,"Room, Check-in, Off",
89,3,True,"Room, Check-in, Off",
90,1,True,"Staff, Off",
90,2,True,"Staff, Off",
90,3,True,"Staff, Off",
91,1,True,"Room, Staff, Location, Off",
91,2,True,"Room, Staff, Location, Off",
91,3,True,"Room, Staff, Location, Off",
92,1,True,"Staff, Check-in, Off",
92,2,True,"Staff, Check-in, Off",
92,3,True,"Staff, Check-in, Off",
93,1,True,"Room, Location, Food, Off",
93,2,True,"Room, Location, Food, Off",
93,3,True,"Room, Location, Food, Off",
94,1,True,"Staff, Food, Facility, Off",
94,2,True,"Staff, Food, Facility, Off",
94,3,True,"Staff, Food, Facility, Off",
95,1,True,"Location, Off",
95,2,True,"Location, Off",
95,3,True,"Location, Off",
96,1,True,"Room, Staff, Off",
96,2,True,"Room, Staff, Off",
96,3,True,"Room, Staff, Off",
97,1,True,"Staff, Food, Off",
97,2,True,"Staff, Food, Off",
97,3,True,"Staff, Food, Off",
98,1,True,"Room, Location, Facility, Off",
98,2,True,"Room, Location, Facility, Off",
98,3,True,"Room, Location, Facility, Off",
99,1,True,"Staff, Off",
99,2,True,"Staff, Off",
99,3,True,"Staff, Off",
100,1,True,"Staff, Off",
100,2,True,"Staff, Off",
100,3,True,"Staff, Off",
101,1,True,"Staff, Off",
101,2,True,"Staff, Off",
101,3,True,"Staff, Off",
102,1,True,"Room, Staff, Location, Off",
102,2,True,"Room, Staff, Location, Off",
102,3,True,"Room, Staff, Location, Off",
103,1,True,"Room, Off",
103,2,True,"Room, Off",
103,3,True,"Room, Off",
104,1,True,"Room, Off",
104,2,True,"Room, Off",
104,3,True,"Room, Off",
105,1,True,"Room, Staff, Off",
105,2,True,"Room, Staff, Off",
105,3,True,"Room, Staff, Off",
106,1,True,"Room, Location, Check-in, Off, Booking-issue",
106,2,True,"Staff, Location, Off, Booking-issue, Taxi-issue",
106,3,True,"Staff, Location, Off, Booking-issue, Taxi-issue",
107,1,True,"Room, Location, Food, Facility, Check-in, Off",
107,2,True,"Room, Location, Food, Facility, Check-in, Off",
107,3,True,"Room, Location, Food, Facility, Check-in, Off",
108,1,True,Off,
108,2,True,Off,
108,3,True,Off,
109,1,True,"Room, Staff, Location, Off",
109,2,True,"Room, Staff, Location, Off",
109,3,True,"Room, Staff, Location, Off",
110,1,True,"Room, Location, Facility, Check-in, Check-out, Off",
110,2,True,"Room, Location, Facility, Check-in, Check-out, Off",
110,3,True,"Room, Location, Facility, Check-in, Check-out, Off",
111,1,True,"Room, Location, Off",
111,2,True,"Room, Location, Off",
111,3,True,"Room, Location, Off",
112,1,True,"Location, Food, Off",
112,2,True,"Location, Food, Off",
112,3,True,"Location, Food, Off",
113,1,True,"Room, Staff, Off",
113,2,True,"Room, Staff, Off",
113,3,True,"Room, Staff, Off",
114,1,True,"Room, Staff, Location, Facility, Check-in, Off",
114,2,True,"Room, Staff, Location, Facility, Check-in, Off",
114,3,True,"Room, Staff, Location, Facility, Check-in, Off",
115,1,True,"Room, Staff, Location, Off",
115,2,True,"Room, Staff, Location, Off",
115,3,True,"Room, Staff, Location, Off",
116,1,True,"Room, Location, Facility, Off",
116,2,True,"Room, Location, Facility, Off",
116,3,True,"Room, Location, Facility, Off",
117,1,True,"Location, Off",
117,2,True,"Location, Off",
117,3,True,"Location, Off",
118,1,True,"Room, Staff, Location, Food, Off",
118,2,True,"Room, Staff, Location, Food, Off",
118,3,True,"Room, Staff, Location, Food, Off",
119,1,True,"Room, Staff, Location, Facility, Off",
119,2,True,"Room, Staff, Location, Facility, Off",
119,3,True,"Room, Staff, Location, Facility, Off",
120,1,True,"Staff, Location, Off",
120,2,True,"Staff, Location, Off",
120,3,True,"Staff, Location, Off",
121,1,True,Off,
121,2,True,Off,
121,3,True,Off,
122,1,True,"Staff, Off",
122,2,True,"Staff, Off",
122,3,True,"Staff, Off",
123,1,True,"Staff, Location, Check-in, Off",
123,2,True,"Staff, Location, Check-in, Off",
123,3,True,"Staff, Location, Check-in, Off",
124,1,True,"Staff, Off",
124,2,True,"Staff, Off",
124,3,True,"Staff, Off",
125,1,True,"Staff, Location, Price, Off, Taxi-issue",
125,2,True,"Staff, Location, Price, Off, Taxi-issue",
125,3,True,"Staff, Location, Price, Off, Taxi-issue",
126,1,True,"Room, Staff, Food, Facility, Off",
126,2,True,"Room, Staff, Food, Facility, Off",
126,3,True,"Room, Staff, Food, Facility, Off",
127,1,True,"Room, Off",
127,2,True,"Room, Off",
127,3,True,"Room, Off",
128,1,True,"Room, Location, Off",
128,2,True,"Room, Location, Off",
128,3,True,"Room, Location, Off",
129,1,True,"Room, Staff, Off",
129,2,True,"Room, Staff, Off",
129,3,True,"Room, Staff, Off",
130,1,True,"Staff, Off",
130,2,True,"Staff, Off",
130,3,True,"Staff, Off",
131,1,True,"Room, Staff, Off",
131,2,True,"Room, Staff, Off",
131,3,True,"Room, Staff, Off",
132,1,True,"Staff, Food, Off",
132,2,True,"Staff, Food, Off",
132,3,True,"Staff, Food, Off",
133,1,True,"Room, Staff, Off",
133,2,True,"Room, Staff, Off",
133,3,True,"Room, Staff, Off",
134,1,True,"Staff, Location, Food, Off",
134,2,True,"Staff, Location, Food, Off",
134,3,True,"Staff, Location, Food, Off",
135,1,True,"Room, Staff, Food, Off",
135,2,True,"Room, Staff, Food, Off",
135,3,True,"Room, Staff, Food, Off",
136,1,True,"Room, Food, Price, Off",
136,2,True,"Room, Food, Price, Off",
136,3,True,"Room, Food, Price, Off",
137,1,True,"Room, Staff, Location, Off",
137,2,True,"Room, Staff, Location, Off",
137,3,True,"Room, Staff, Location, Off",
138,1,True,"Room, Staff, Location, Off",
138,2,True,"Room, Staff, Location, Off",
138,3,True,"Room, Staff, Location, Off",
139,1,True,"Location, Food, Off",
139,2,True,"Location, Food, Off",
139,3,True,"Location, Food, Off",
140,1,True,"Room, Location, Food, Check-in, Off",
140,2,True,"Room, Location, Food, Check-in, Off",
140,3,True,"Room, Location, Food, Check-in, Off",
141,1,True,"Staff, Off",
141,2,True,"Staff, Off",
141,3,True,"Staff, Off",
142,1,True,"Staff, Location, Off",
142,2,True,"Staff, Location, Off",
142,3,True,"Staff, Location, Off",
143,1,True,"Room, Location, Off",
143,2,True,"Room, Location, Off",
143,3,True,"Room, Location, Off",
144,1,True,"Staff, Off",
144,2,True,"Staff, Off",
144,3,True,"Staff, Off",
145,1,True,"Room, Staff, Location, Food, Facility, Check-in",
145,2,True,"Room, Staff, Location, Food, Facility, Check-in",
145,3,True,"Room, Staff, Location, Food, Facility, Check-in",
146,1,True,"Room, Staff, Off",
146,2,True,"Room, Staff, Off",
146,3,True,"Room, Staff, Off",
147,1,True,"Staff, Off",
147,2,True,"Staff, Off",
147,3,True,"Staff, Off",
148,1,True,"Room, Location, Off",
148,2,True,"Room, Location, Off",
148,3,True,"Room, Location, Off",
149,1,True,"Room, Staff, Price, Check-in, Off",
149,2,True,"Room, Staff, Price, Check-in, Off",
149,3,True,"Room, Staff, Price, Check-in, Off",
150,1,True,"Location, Off",
150,2,True,"Location, Off",
150,3,True,"Location, Off",
151,1,True,"Staff, Off",
151,2,True,"Staff, Off",
151,3,True,"Staff, Off",
152,1,True,"Room, Location, Check-in, Check-out, Off, Taxi-issue",
152,2,True,"Room, Location, Check-in, Check-out, Off, Taxi-issue",
152,3,True,"Room, Location, Check-in, Check-out, Off, Taxi-issue",
153,1,True,"Room, Staff, Location, Food, Off",
153,2,True,"Room, Staff, Location, Food, Facility, Check-in, Off",
153,3,True,"Room, Staff, Location, Food, Facility, Check-in, Off",
154,1,True,"Staff, Food, Off",
154,2,True,"Staff, Food, Off",
154,3,True,"Staff, Food, Off",
155,1,True,"Room, Location, Food, Price, Facility, Check-in, Check-out, Off",
155,2,True,"Room, Location, Food, Price, Facility, Check-in",
155,3,True,"Room, Location, Food, Price, Facility, Check-in",
156,1,True,"Room, Location, Price, Facility, Check-in, Off",
156,2,True,"Room, Location, Price, Facility, Check-in, Off",
156,3,True,"Room, Location, Price, Facility, Check-in, Off",
157,1,True,"Room, Location, Facility, Off",
157,2,True,"Room, Location, Facility, Off",
157,3,True,"Room, Location, Facility, Off",
158,1,True,"Staff, Location, Food, Check-in, Off",
158,2,True,"Staff, Location, Food, Check-in, Off",
158,3,True,"Staff, Location, Food, Check-in, Off",
159,1,True,"Room, Staff, Location, Off",
159,2,True,"Room, Staff, Location, Off",
159,3,True,"Room, Staff, Location, Off",
160,1,True,"Location, Food",
160,2,True,"Staff, Off",
160,3,True,"Staff, Off",
161,1,True,"Staff, Price, Check-in, Check-out, Off",
161,2,True,"Staff, Price, Check-in, Check-out, Off",
161,3,True,"Staff, Price, Check-in, Check-out, Off",
162,1,True,"Staff, Food, Off",
162,2,True,"Staff, Food, Off",
162,3,True,"Staff, Food, Off",
163,1,True,"Staff, Check-in, Off",
163,2,True,"Staff, Check-in, Off",
163,3,True,"Staff, Check-in, Off",
164,1,True,"Staff, Off",
164,2,True,"Staff, Off",
164,3,True,"Staff, Off",
165,1,True,"Staff, Off",
165,2,True,"Staff, Off",
165,3,True,"Staff, Off",
166,1,True,"Location, Off",
166,2,True,"Location, Off",
166,3,True,"Location, Off",
167,1,True,"Staff, Food, Off",
167,2,True,"Staff, Food, Off",
167,3,True,"Staff, Food, Off",
168,1,True,"Room, Staff, Location, Food, Off",
168,2,True,"Room, Staff, Location, Food, Off",
168,3,True,"Room, Staff, Location, Food, Off",
169,1,True,"Room, Staff, Location, Food, Off",
169,2,True,"Room, Staff, Location, Food, Off",
169,3,True,"Room, Staff, Location, Food, Off",
170,1,True,"Staff, Food, Off",
170,2,True,"Staff, Food, Off",
170,3,True,"Staff, Food, Off",
171,1,True,"Staff, Location, Off",
171,2,True,"Staff, Location, Off",
171,3,True,"Staff, Location, Off",
172,1,True,"Staff, Off",
172,2,True,"Staff, Off",
172,3,True,"Staff, Off",
173,1,True,"Room, Staff, Off",
173,2,True,"Room, Staff, Off",
173,3,True,"Room, Staff, Off",
174,1,True,"Staff, Off",
174,2,True,"Staff, Off",
174,3,True,"Staff, Off",
175,1,True,"Location, Off",
175,2,True,"Location, Off",
175,3,True,"Location, Off",
176,1,True,"Room, Off",
176,2,True,"Room, Off",
176,3,True,"Room, Off",
177,1,True,"Staff, Location, Off",
177,2,True,"Staff, Location, Off",
177,3,True,"Staff, Location, Off",
178,1,True,"Staff, Off",
178,2,True,"Staff, Off",
178,3,True,"Staff, Off",
179,1,True,"Location, Off",
179,2,True,"Location, Off",
179,3,True,"Location, Off",
180,1,True,"Room, Staff, Food",
180,2,True,"Room, Staff, Food",
180,3,True,"Room, Staff, Food",
181,1,True,"Room, Staff, Off",
181,2,True,"Room, Staff, Off",
181,3,True,"Room, Staff, Off",
182,1,True,"Staff, Location, Off",
182,2,True,"Staff, Location, Off",
182,3,True,"Staff, Location, Off",
183,1,True,"Room, Staff, Location, Food, Off",
183,2,True,"Room, Staff, Location, Food, Off",
183,3,True,"Room, Staff, Location, Food, Off",
184,1,True,"Staff, Food, Off",
184,2,True,"Staff, Food, Off",
184,3,True,"Staff, Food, Off",
185,1,True,"Staff, Location, Check-in, Off",
185,2,True,"Staff, Location, Check-in, Off",
185,3,True,"Staff, Location, Check-in, Off",
186,1,True,"Staff, Off",
186,2,True,"Staff, Off",
186,3,True,"Staff, Off",
187,1,True,"Staff, Off",
187,2,True,"Staff, Off",
187,3,True,"Staff, Off",
188,1,True,"Staff, Off",
188,2,True,"Staff, Off",
188,3,True,"Staff, Off",
189,1,True,"Room, Off",
189,2,True,"Room, Off",
189,3,True,"Room, Off",
190,1,True,"Location, Food, Check-in",
190,2,True,"Staff, Location, Food, Check-in",
190,3,True,"Staff, Location, Food, Check-in",
191,1,True,"Room, Location, Off",
191,2,True,"Room, Location, Off",
191,3,True,"Room, Location, Off",
192,1,True,"Staff, Location, Off",
192,2,True,"Staff, Location, Off",
192,3,True,"Staff, Location, Off",
193,1,True,"Room, Staff, Location, Off",
193,2,True,"Room, Staff, Location, Off",
193,3,True,"Room, Staff, Location, Off",
194,1,True,"Staff, Location, Off",
194,2,True,"Staff, Location, Off",
194,3,True,"Staff, Location, Off",
195,1,True,"Room, Staff, Off",
195,2,True,"Room, Staff, Off",
195,3,True,"Room, Staff, Off",
196,1,True,"Staff, Price, Check-in, Off, Booking-issue",
196,2,True,"Price, Off, Booking-issue",
196,3,True,"Price, Off, Booking-issue",
197,1,True,"Location, Off",
197,2,True,"Location, Off",
197,3,True,"Location, Off",
198,1,True,"Staff, Food, Off",
198,2,True,"Staff, Food, Off",
198,3,True,"Staff, Food, Off",
199,1,True,"Room, Staff, Location, Off",
199,2,True,"Room, Staff, Location, Off",
199,3,True,"Room, Staff, Location, Off",
200,1,True,"Room, Food, Off",
200,2,True,"Room, Food, Off",
200,3,True,"Room, Food, Off",
201,1,True,Off,
201,2,True,Off,
201,3,True,Off,
202,1,True,"Staff, Location, Off",
202,2,True,"Staff, Location, Off",
202,3,True,"Staff, Location, Off",
203,1,True,"Room, Staff, Price, Off",
203,2,True,"Room, Staff, Price, Off",
203,3,True,"Room, Staff, Price, Off",
204,1,True,"Staff, Off",
204,2,True,"Staff, Off",
204,3,True,"Staff, Off",
205,1,True,"Room, Off",
205,2,True,"Room, Off",
205,3,True,"Room, Off",
206,1,True,"Location, Off",
206,2,True,"Location, Off",
206,3,True,"Location, Off",
207,1,True,"Staff, Off",
207,2,True,"Staff, Off",
207,3,True,"Staff, Off",
208,1,True,"Location, Off",
208,2,True,"Location, Off",
208,3,True,"Location, Off",
209,1,True,"Room, Staff, Food, Off",
209,2,True,"Room, Staff, Food, Off",
209,3,True,"Room, Staff, Food, Off",
210,1,True,"Room, Staff, Location, Off",
210,2,True,"Room, Staff, Location, Off",
210,3,True,"Room, Staff, Location, Off",
211,1,True,"Staff, Location, Food, Off",
211,2,True,"Staff, Location, Food, Off",
211,3,True,"Staff, Location, Food, Off",
212,1,True,"Staff, Price, Off",
212,2,True,"Staff, Price, Off",
212,3,True,"Staff, Price, Off",
213,1,True,"Staff, Food, Off",
213,2,True,"Staff, Food, Off",
213,3,True,"Staff, Food, Off",
214,1,True,"Staff, Check-in, Off, Taxi-issue",
214,2,True,"Staff, Check-in, Off, Taxi-issue",
214,3,True,"Staff, Check-in, Off, Taxi-issue",
215,1,True,"Staff, Off",
215,2,True,"Staff, Off",
215,3,True,"Staff, Off",
216,1,True,"Room, Facility, Off",
216,2,True,"Room, Facility, Off",
216,3,True,"Room, Facility, Off",
217,1,True,"Location, Off",
217,2,True,"Location, Off",
217,3,True,"Location, Off",
218,1,True,"Room, Location, Off",
218,2,True,"Room, Location, Off",
218,3,True,"Room, Location, Off",
219,1,True,"Room, Facility, Off",
219,2,True,"Room, Facility, Off",
219,3,True,"Room, Facility, Off",
220,1,True,"Room, Location, Facility, Check-in, Check-out, Off",
220,2,True,"Room, Location, Facility, Check-in, Check-out, Off",
220,3,True,"Room, Location, Facility, Check-in, Check-out, Off",
221,1,True,"Room, Staff, Food, Off",
221,2,True,"Room, Staff, Food, Off",
221,3,True,"Room, Staff, Food, Off",
222,1,True,"Room, Off",
222,2,True,"Room, Off",
222,3,True,"Room, Off",
223,1,True,"Staff, Check-in, Off",
223,2,True,"Staff, Check-in, Off",
223,3,True,"Staff, Check-in, Off",
224,1,True,"Staff, Off",
224,2,True,"Staff, Off",
224,3,True,"Staff, Off",
225,1,True,Off,
225,2,True,Off,
225,3,True,Off,
226,1,True,"Room, Staff, Facility, Check-in, Off",
226,2,True,"Room, Staff, Facility, Check-in, Off",
226,3,True,"Room, Staff, Facility, Check-in, Off",
227,1,True,"Room, Location, Check-in, Off",
227,2,True,"Room, Location, Check-in, Off",
227,3,True,"Room, Location, Check-in, Off",
228,1,True,"Room, Location, Off",
228,2,True,"Room, Location, Off",
228,3,True,"Room, Location, Off",
229,1,True,"Staff, Off",
229,2,True,"Staff, Off",
229,3,True,"Staff, Off",
230,1,True,"Location, Off",
230,2,True,"Location, Off",
230,3,True,"Location, Off",
231,1,True,"Room, Staff, Off",
231,2,True,"Room, Staff, Off",
231,3,True,"Room, Staff, Off",
232,1,True,"Room, Location, Food, Price, Check-in, Check-out, Off",
232,2,True,"Room, Location, Food, Price, Check-in, Check-out, Off",
232,3,True,"Room, Location, Food, Price, Check-in, Check-out, Off",
233,1,True,"Room, Food, Facility, Off",
233,2,True,"Room, Food, Facility, Off",
233,3,True,"Room, Food, Facility, Off",
234,1,True,"Location, Price, Off",
234,2,True,"Location, Price, Off",
234,3,True,"Location, Price, Off",
235,1,True,"Staff, Location, Off",
235,2,True,"Staff, Location, Off",
235,3,True,"Staff, Location, Off",
236,1,True,"Room, Location, Food, Facility, Off",
236,2,True,"Room, Location, Food, Facility, Off",
236,3,True,"Room, Location, Food, Facility, Off",
237,1,True,"Room, Off",
237,2,True,"Room, Off",
237,3,True,"Room, Off",
238,1,True,"Room, Location, Off",
238,2,True,"Room, Location, Off",
238,3,True,"Room, Location, Off",
239,1,True,"Room, Location, Off",
239,2,True,"Room, Location, Off",
239,3,True,"Room, Location, Off",
240,1,True,"Room, Staff, Location, Off",
240,2,True,"Room, Staff, Location, Off",
240,3,True,"Room, Staff, Location, Off",
241,1,True,"Room, Staff, Location, Off",
241,2,True,"Room, Staff, Location, Off",
241,3,True,"Room, Staff, Location, Off",
242,1,True,"Staff, Off",
242,2,True,"Staff, Off",
242,3,True,"Staff, Off",
243,1,True,"Room, Location, Facility, Off",
243,2,True,"Room, Location, Facility, Off",
243,3,True,"Room, Location, Facility, Off",
244,1,True,"Staff, Off",
244,2,True,"Staff, Off",
244,3,True,"Staff, Off",
245,1,True,"Room, Staff, Food, Off",
245,2,True,"Room, Staff, Food, Off",
245,3,True,"Room, Staff, Food, Off",
246,1,True,"Room, Location, Food, Facility, Off, Taxi-issue",
246,2,True,"Room, Location, Food, Off, Taxi-issue",
