Review ID,Run,Valid,Topics Present,Errors
115,1,False,"Staff, Location, Off",'Price' is a required property
115,2,False,"Staff, Location, Off",'Price' is a required property
115,3,False,"Staff, Location, Off",'Price' is a required property
116,1,True,Location,
116,2,True,Location,
116,3,True,Location,
117,1,False,Location,'Price' is a required property
117,2,False,Location,'Price' is a required property
117,3,False,Location,'Price' is a required property
118,1,True,"Room, Staff, Location, Food, Off",
118,2,True,"Room, Staff, Location, Food, Off",
118,3,True,"Room, Staff, Location, Food, Off",
119,1,True,"Room, Staff, Location",
119,2,True,"Room, Staff, Location",
119,3,True,"Room, Staff, Location",
120,1,True,"Staff, Location",
120,2,True,"Staff, Location",
120,3,True,"Staff, Location",
121,1,True,"Location, Off",
121,2,True,"Location, Off",
121,3,True,"Location, Off",
122,1,True,"Staff, Off",
122,2,True,"Staff, Off",
122,3,True,"Staff, Off",
123,1,True,"Staff, Location",
123,2,True,"Staff, Location",
123,3,True,"Staff, Location",
124,1,True,Staff,
124,2,True,Staff,
124,3,True,Staff,
125,1,True,"Staff, Location, Price, Taxi-issue",
125,2,True,"Staff, Location, Price, Taxi-issue",
125,3,True,"Staff, Location, Price, Taxi-issue",
126,1,True,"Room, Staff, Food",
126,2,True,"Room, Staff, Food",
126,3,True,"Room, Staff, Food",
127,1,True,"Staff, Off",
127,2,True,"Staff, Off",
127,3,True,"Staff, Off",
128,1,True,Location,
128,2,True,Location,
128,3,True,Location,
129,1,True,"Room, Staff, Off",
129,2,True,"Room, Staff, Off",
129,3,True,"Room, Staff, Off",
130,1,False,"Staff, Off",'Price' is a required property
130,2,False,"Staff, Off",'Price' is a required property
130,3,False,"Staff, Off",'Price' is a required property
131,1,True,"Room, Staff",
131,2,True,"Room, Staff",
131,3,True,"Room, Staff",
132,1,True,"Staff, Location, Food",
132,2,True,"Staff, Location, Food",
132,3,True,"Staff, Location, Food",
133,1,True,"Room, Staff, Price",
133,2,True,"Room, Staff, Price",
133,3,True,"Room, Staff, Price",
134,1,True,"Staff, Location, Food",
134,2,True,"Staff, Location, Food",
134,3,True,"Staff, Location, Food",
135,1,True,"Room, Staff, Food",
135,2,True,"Room, Staff, Food",
135,3,True,"Room, Staff, Food",
136,1,True,"Room, Food, Price, Off",
136,2,True,"Room, Food, Price, Off",
136,3,True,"Room, Food, Price, Off",
137,1,True,"Room, Staff, Location",
137,2,True,"Room, Staff, Location",
137,3,True,"Room, Staff, Location",
138,1,True,"Room, Staff, Location, Off",
138,2,True,"Room, Staff, Location, Off",
138,3,True,"Room, Staff, Location, Off",
139,1,False,"Location, Food",'Price' is a required property
139,2,False,"Location, Food",'Price' is a required property
139,3,False,"Location, Food",'Price' is a required property
140,1,True,"Room, Location, Food, Check-in, Check-out",
140,2,True,"Room, Location, Food, Check-in, Check-out",
140,3,True,"Room, Location, Food, Check-in, Check-out",
141,1,True,"Staff, Off",
141,2,True,"Staff, Off",
141,3,True,"Staff, Off",
142,1,True,"Staff, Location, Off",
142,2,True,"Staff, Location, Off",
142,3,True,"Staff, Location, Off",
143,1,True,"Location, Off",
143,2,True,"Location, Off",
143,3,True,"Location, Off",
144,1,True,"Staff, Off",
144,2,True,"Staff, Off",
144,3,True,"Staff, Off",
145,1,False,"Room, Staff, Location, Food",'Price' is a required property
145,2,False,"Room, Staff, Location, Food",'Price' is a required property
145,3,False,"Room, Staff, Location, Food",'Price' is a required property
146,1,False,"Room, Staff, Off",'Price' is a required property
146,2,False,"Room, Staff, Off",'Price' is a required property
146,3,False,"Room, Staff, Off",'Price' is a required property
147,1,True,"Staff, Off",
147,2,True,"Staff, Off",
147,3,True,"Staff, Off",
148,1,True,"Location, Off",
148,2,True,"Location, Off",
148,3,True,"Location, Off",
149,1,True,"Room, Staff, Price, Check-in, Off",
149,2,True,"Room, Staff, Price, Check-in, Off",
149,3,True,"Room, Staff, Price, Check-in, Off",
150,1,True,"Location, Off",
150,2,True,"Location, Off",
150,3,True,"Location, Off",
151,1,True,"Staff, Off",
151,2,True,"Staff, Off",
151,3,True,"Staff, Off",
152,1,True,"Room, Location, Check-in, Check-out",
152,2,True,"Room, Location, Check-in, Check-out",
152,3,True,"Room, Location, Check-in, Check-out",
153,1,False,"Room, Staff, Location, Food, Off",'Price' is a required property
153,2,False,"Room, Staff, Location, Food, Off",'Price' is a required property
153,3,False,"Room, Staff, Location, Food, Off",'Price' is a required property
154,1,True,"Staff, Food",
154,2,True,"Staff, Food",
154,3,True,"Staff, Food",
155,1,True,"Room, Location, Food, Facility, Price",
155,2,True,"Room, Location, Food, Facility, Price",
155,3,True,"Room, Location, Food, Facility, Price",
156,1,True,"Room, Location, Price",
156,2,True,"Room, Location, Price",
156,3,True,"Room, Location, Price",
157,1,True,"Room, Location",
157,2,True,"Room, Location",
157,3,True,"Room, Location",
158,1,True,"Staff, Location, Food, Check-in",
158,2,True,"Staff, Location, Food, Check-in",
158,3,True,"Staff, Location, Food, Check-in",
159,1,True,"Room, Staff, Location",
159,2,True,"Room, Staff, Location",
159,3,True,"Room, Staff, Location",
160,1,True,"Staff, Off",
160,2,True,"Staff, Off",
160,3,True,"Staff, Off",
161,1,True,"Staff, Price, Check-in, Check-out, Off",
161,2,True,"Staff, Price, Check-in, Check-out, Off",
161,3,True,"Staff, Price, Check-in, Check-out, Off",
162,1,True,"Staff, Food",
162,2,True,"Staff, Food",
162,3,True,"Staff, Food",
163,1,True,"Staff, Check-in, Off",
163,2,True,"Staff, Check-in, Off",
163,3,True,"Staff, Check-in, Off",
164,1,True,"Staff, Off",
164,2,True,"Staff, Off",
164,3,True,"Staff, Off",
165,1,True,"Staff, Off",
165,2,True,"Staff, Off",
165,3,True,"Staff, Off",
166,1,True,"Staff, Off",
166,2,True,"Staff, Off",
166,3,True,"Staff, Off",
167,1,True,"Staff, Food",
167,2,True,"Staff, Food",
167,3,True,"Staff, Food",
168,1,True,"Room, Staff, Location, Food",
168,2,True,"Room, Staff, Location, Food",
168,3,True,"Room, Staff, Location, Food",
169,1,True,"Room, Staff, Location, Food",
169,2,True,"Room, Staff, Location, Food",
169,3,True,"Room, Staff, Location, Food",
170,1,True,"Staff, Food, Off",
170,2,True,"Staff, Food, Off",
170,3,True,"Staff, Food, Off",
171,1,True,"Staff, Location, Off",
171,2,True,"Staff, Location, Off",
171,3,True,"Staff, Location, Off",
172,1,True,"Staff, Off",
172,2,True,"Staff, Off",
172,3,True,"Staff, Off",
173,1,False,"Room, Staff, Off",'Price' is a required property
173,2,False,"Room, Staff, Off",'Price' is a required property
173,3,False,"Room, Staff, Off",'Price' is a required property
174,1,True,"Staff, Off",
174,2,True,"Staff, Off",
174,3,True,"Staff, Off",
175,1,True,Location,
175,2,True,Location,
175,3,True,Location,
176,1,True,Room,
176,2,True,Room,
176,3,True,Room,
177,1,True,"Staff, Location, Off",
177,2,True,"Staff, Location, Off",
177,3,True,"Staff, Location, Off",
178,1,True,"Staff, Off",
178,2,True,"Staff, Off",
178,3,True,"Staff, Off",
179,1,True,"Location, Off",
179,2,True,"Location, Off",
179,3,True,"Location, Off",
180,1,True,"Room, Staff, Food",
180,2,True,"Room, Staff, Food",
180,3,True,"Room, Staff, Food",
181,1,True,"Room, Staff, Off",
181,2,True,"Room, Staff, Off",
181,3,True,"Room, Staff, Off",
182,1,True,"Staff, Location, Off",
182,2,True,"Staff, Location, Off",
182,3,True,"Staff, Location, Off",
183,1,True,"Staff, Location, Food",
183,2,True,"Staff, Location, Food",
183,3,True,"Staff, Location, Food",
184,1,False,"Staff, Food",'Price' is a required property
184,2,False,"Staff, Food",'Price' is a required property
184,3,False,"Staff, Food",'Price' is a required property
185,1,False,"Staff, Location, Off",'Price' is a required property
185,2,False,"Staff, Location, Off",'Price' is a required property
185,3,False,"Staff, Location, Off",'Price' is a required property
186,1,True,Staff,
186,2,True,Staff,
186,3,True,Staff,
187,1,True,"Location, Off",
187,2,True,"Location, Off",
187,3,True,"Location, Off",
188,1,True,"Staff, Off",
188,2,True,"Staff, Off",
188,3,True,"Staff, Off",
189,1,True,"Room, Off",
189,2,True,"Room, Off",
189,3,True,"Room, Off",
190,1,True,"Room, Location, Food, Check-in, Check-out",
190,2,True,"Room, Location, Food, Check-in, Check-out",
190,3,True,"Room, Location, Food, Check-in, Check-out",
191,1,True,Location,
191,2,True,Location,
191,3,True,Location,
192,1,True,"Staff, Location, Off",
192,2,True,"Staff, Location, Off",
192,3,True,"Staff, Location, Off",
193,1,True,"Room, Staff, Location",
193,2,True,"Room, Staff, Location",
193,3,True,"Room, Staff, Location",
194,1,True,"Staff, Location, Off",
194,2,True,"Staff, Location, Off",
194,3,True,"Staff, Location, Off",
195,1,True,"Room, Off",
195,2,True,"Room, Off",
195,3,True,"Room, Off",
196,1,True,"Price, Off, Booking-issue",
196,2,True,"Price, Off, Booking-issue",
196,3,True,"Price, Off, Booking-issue",
197,1,True,"Location, Off",
197,2,True,"Location, Off",
197,3,True,"Location, Off",
198,1,True,"Staff, Food",
198,2,True,"Staff, Food",
198,3,True,"Staff, Food",
199,1,False,"Staff, Location, Off",'Price' is a required property
199,2,False,"Staff, Location, Off",'Price' is a required property
199,3,False,"Staff, Location, Off",'Price' is a required property
200,1,False,"Staff, Food, Off",'Price' is a required property
200,2,False,"Staff, Food, Off",'Price' is a required property
200,3,False,"Staff, Food, Off",'Price' is a required property
201,1,True,"Location, Off",
201,2,True,"Location, Off",
201,3,True,"Location, Off",
202,1,False,"Staff, Location, Off",'Price' is a required property
202,2,False,"Staff, Location, Off",'Price' is a required property
202,3,False,"Staff, Location, Off",'Price' is a required property
203,1,True,"Room, Staff, Price",
203,2,True,"Room, Staff, Price",
203,3,True,"Room, Staff, Price",
204,1,True,"Staff, Off",
204,2,True,"Staff, Off",
204,3,True,"Staff, Off",
205,1,True,"Location, Off",
205,2,True,"Location, Off",
205,3,True,"Location, Off",
206,1,True,"Location, Price, Off",
206,2,True,"Location, Price, Off",
206,3,True,"Location, Price, Off",
207,1,True,"Staff, Off",
207,2,True,"Staff, Off",
207,3,True,"Staff, Off",
208,1,False,"Location, Off",'Price' is a required property
208,2,False,"Location, Off",'Price' is a required property
208,3,False,"Location, Off",'Price' is a required property
209,1,False,"Room, Food",'Price' is a required property
209,2,False,"Room, Food",'Price' is a required property
209,3,False,"Room, Food",'Price' is a required property
210,1,True,"Staff, Location, Off",
210,2,True,"Staff, Location, Off",
210,3,True,"Staff, Location, Off",
211,1,True,"Staff, Location, Food",
211,2,True,"Staff, Location, Food",
211,3,True,"Staff, Location, Food",
212,1,True,"Staff, Price, Off",
212,2,True,"Staff, Price, Off",
212,3,True,"Staff, Price, Off",
213,1,False,"Staff, Food",'Price' is a required property
213,2,False,"Staff, Food",'Price' is a required property
213,3,False,"Staff, Food",'Price' is a required property
214,1,True,"Staff, Location, Check-in, Check-out",
214,2,True,"Staff, Location, Check-in, Check-out",
214,3,True,"Staff, Location, Check-in, Check-out",
215,1,True,"Staff, Off",
215,2,True,"Staff, Off",
215,3,True,"Staff, Off",
216,1,False,"Room, Facility, Off",'Price' is a required property
216,2,False,"Room, Facility, Off",'Price' is a required property
216,3,False,"Room, Facility, Off",'Price' is a required property
217,1,True,"Location, Off",
217,2,True,"Location, Off",
217,3,True,"Location, Off",
218,1,True,"Room, Location, Off",
218,2,True,"Room, Location, Off",
218,3,True,"Room, Location, Off",
219,1,False,"Room, Off",'Price' is a required property
219,2,False,"Room, Off",'Price' is a required property
219,3,False,"Room, Off",'Price' is a required property
220,1,True,"Room, Location, Check-in, Check-out",
220,2,True,"Room, Location, Check-in, Check-out",
220,3,True,"Room, Location, Check-in, Check-out",
221,1,True,"Room, Staff, Food, Off",
221,2,True,"Room, Staff, Food, Off",
221,3,True,"Room, Staff, Food, Off",
222,1,True,"Room, Off",
222,2,True,"Room, Off",
222,3,True,"Room, Off",
223,1,True,"Staff, Off",
223,2,True,"Staff, Off",
223,3,True,"Staff, Off",
224,1,True,"Staff, Off",
224,2,True,"Staff, Off",
224,3,True,"Staff, Off",
225,1,True,Off,
225,2,True,Off,
225,3,True,Off,
226,1,True,"Room, Staff, Off",
226,2,True,"Room, Staff, Off",
226,3,True,"Room, Staff, Off",
227,1,False,"Room, Location, Check-in, Check-out, Off",'Price' is a required property
227,2,False,"Room, Location, Check-in, Check-out, Off",'Price' is a required property
227,3,False,"Room, Location, Check-in, Check-out, Off",'Price' is a required property
228,1,True,"Room, Location, Off",
228,2,True,"Room, Location, Off",
228,3,True,"Room, Location, Off",
229,1,False,"Staff, Off",'Price' is a required property
229,2,False,"Staff, Off",'Price' is a required property
229,3,False,"Staff, Off",'Price' is a required property
230,1,True,"Location, Price, Off",
230,2,True,"Location, Price, Off",
230,3,True,"Location, Price, Off",
231,1,True,"Room, Staff, Location",
231,2,True,"Room, Staff, Location",
231,3,True,"Room, Staff, Location",
232,1,True,"Room, Location, Food, Price, Check-in, Check-out, Off",
232,2,True,"Room, Location, Food, Price, Check-in, Check-out, Off",
232,3,True,"Room, Location, Food, Price, Check-in, Check-out, Off",
233,1,True,"Room, Location, Food",
233,2,True,"Room, Location, Food",
233,3,True,"Room, Location, Food",
234,1,False,"Location, Off",'Price' is a required property
234,2,False,"Location, Off",'Price' is a required property
234,3,False,"Location, Off",'Price' is a required property
235,1,True,"Staff, Location, Off",
235,2,True,"Staff, Location, Off",
235,3,True,"Staff, Location, Off",
236,1,True,"Room, Location, Food, Facility, Off",
236,2,True,"Room, Location, Food, Facility, Off",
236,3,True,"Room, Location, Food, Facility, Off",
237,1,True,"Staff, Off",
237,2,True,"Staff, Off",
237,3,True,"Staff, Off",
238,1,True,"Room, Location",
238,2,True,"Room, Location",
238,3,True,"Room, Location",
239,1,True,"Room, Location",
239,2,True,"Room, Location",
239,3,True,"Room, Location",
240,1,True,"Room, Staff, Location, Off",
240,2,True,"Room, Staff, Location, Off",
240,3,True,"Room, Staff, Location, Off",
241,1,True,"Room, Staff, Location",
241,2,True,"Room, Staff, Location",
241,3,True,"Room, Staff, Location",
242,1,True,"Staff, Off",
242,2,True,"Staff, Off",
242,3,True,"Staff, Off",
243,1,True,"Staff, Location",
243,2,True,"Staff, Location",
243,3,True,"Staff, Location",
244,1,True,"Location, Off",
244,2,True,"Location, Off",
244,3,True,"Location, Off",
245,1,True,"Room, Staff, Food, Off",
245,2,True,"Room, Staff, Food, Off",
245,3,True,"Room, Staff, Food, Off",
246,1,True,"Room, Location, Food, Taxi-issue",
246,2,True,"Room, Location, Food, Taxi-issue",
246,3,True,"Room, Location, Food, Taxi-issue",
247,1,True,Location,
247,2,True,Location,
247,3,True,Location,
248,1,False,"Room, Staff, Off, Taxi-issue",'Price' is a required property
248,2,False,"Room, Staff, Off, Taxi-issue",'Price' is a required property
248,3,False,"Room, Staff, Off, Taxi-issue",'Price' is a required property
249,1,True,"Location, Off",
249,2,True,"Location, Off",
249,3,True,"Location, Off",
250,1,True,"Room, Staff, Location, Food, Booking-issue",
250,2,True,"Room, Staff, Location, Food, Booking-issue",
250,3,True,"Room, Staff, Location, Food, Booking-issue",
251,1,True,Staff,
251,2,True,Staff,
251,3,True,Staff,
252,1,True,"Room, Food",
252,2,True,"Room, Food",
252,3,True,"Room, Food",
253,1,False,"Staff, Off",'Price' is a required property
253,2,False,"Staff, Off",'Price' is a required property
253,3,False,"Staff, Off",'Price' is a required property
254,1,True,"Room, Staff, Location, Off",
254,2,True,"Room, Staff, Location, Off",
254,3,True,"Room, Staff, Location, Off",
255,1,True,"Room, Staff, Location",
255,2,True,"Room, Staff, Location",
255,3,True,"Room, Staff, Location",
256,1,True,"Room, Off",
256,2,True,"Room, Off",
256,3,True,"Room, Off",
257,1,True,"Staff, Location, Off",
257,2,True,"Staff, Location, Off",
